Date	Shares	Amount	BuyFlag
2003-10-21	145174.0	5405118.368	0
2003-10-22	17443.0	662834.0	0
2004-02-02	7426.0	265785.54	0
2004-02-06	11875.0	460868.75	0
2004-02-12	79443.0	3352216.5495	0
2004-02-13	64443.0	2696049.56	0
2004-02-17	107464.0	4567220.0	0
2004-02-18	37500.0	1587922.5	0
2004-03-30	23931100.0	881861035.0	0
2004-08-11	162000.0	5206992.0	0
2004-08-12	48000.0	1536360.0	0
2004-11-01	99000.0	3547437.0	0
2004-11-05	6239.0	240201.5	0
2004-11-09	10000.0	384392.0	0
2004-11-12	83086.0	3321886.48	0
2004-11-17	6250.0	251875.0	0
2005-02-15	114933.0	4408061.58	0
2005-02-16	4500.0	172234.0	0
2005-02-17	50000.0	2000160.0	0
2005-02-25	58175.0	2385175.0	0
2005-04-25	10000.0	360595.0	1
2005-04-26	7017.0	259013.47	0
2005-07-22	23244.0	933259.52	0
2005-07-26	10000.0	400076.0	0
2005-07-28	10000.0	399014.0	0
2005-08-01	7500.0	304279.0	0
2005-08-02	28500.0	1164300.0	0
2005-08-03	144000.0	5962957.0	0
2005-08-11	7500.0	322500.0	0
2005-08-12	11990.0	516786.0	0
2005-08-16	5000.0	215000.0	0
2005-10-25	119000.0	5810427.0	0
2005-10-26	44974.0	2237456.5	0
2005-10-31	7500.0	375000.0	0
2005-11-02	399438.0	20297733.954	0
2005-11-03	7500.0	381521.0	0
2005-11-08	18750.0	937500.0	0
2005-11-23	21250.0	1100422.5	0
2005-12-01	200000.0	10790900.0	0
2005-12-02	18750.0	1009646.0	0
2006-01-23	10000.0	582026.0	0
2006-01-24	31473.0	1880693.09	0
2006-01-25	20000.0	1222691.0	0
2006-01-27	3000.0	186000.0	0
2006-01-30	39934.0	2515358.59	0
2006-01-31	6240.0	399204.0	0
2006-02-01	256000.0	16456413.0	0
2006-02-02	45000.0	2893082.0	0
2006-02-03	40000.0	2494692.5	0
2006-02-06	263816.0	16410394.0	0
2006-04-21	27742.0	1895081.0	0
2006-05-09	111250.0	7674378.5	0
2006-05-10	68000.0	4704856.0	0
2006-05-11	72988.0	5111546.16	0
2006-08-03	5000.0	276550.0	0
2006-08-22	10000.0	569289.5	1
2006-08-28	10000.0	567500.0	1
2007-01-22	377000.0	19983503.28	1
2007-01-23	123000.0	6700381.140000001	1
2007-02-07	22000.0	1213820.53	0
2007-02-21	100000.0	5847690.0	1
2007-02-22	15000.0	892500.0	0
2007-02-22	200000.0	11916740.0	1
2007-03-05	10000.0	527183.0	1
2007-03-23	3042.0	188421.48	1
2007-03-26	252000.0	16043000.0	1
2007-05-02	18750.0	1293750.0	0
2007-05-03	18750.0	1312500.0	0
2007-05-17	40716.0	2870478.0	0
2007-06-01	58536.0	4678011.0	0
2007-10-29	30000.0	3519504.1100000003	0
2007-10-31	93673.0	10931622.349999998	0
2007-12-10	105500.0	11543894.2751	0
2008-02-11	2500.0	232302.7	0
2008-03-06	72000.0	7550055.94	0
2008-05-05	20000.0	2300000.0	0
2008-05-16	85214.0	10277660.54	0
2008-06-02	10000.0	1172732.98	0
2008-08-05	31000.0	2397918.0	1
2008-08-06	1009.0	86097.97	1
2008-10-28	20000.0	499990.25	1
2008-11-10	5000.0	147181.0418	1
2008-12-04	297213.0	37509.0	1
2008-12-05	256370.0	4181625.433	0
2008-12-08	284174.0	5460914.9232	0
2008-12-09	152600.0	3064909.96	0
2008-12-10	152600.0	3215678.76	0
2008-12-11	152600.0	3656402.82	0
2008-12-12	152610.0	3335535.7260000003	0
2009-03-02	250000.0	0.0	1
2009-03-11	621000.0	21955517.1	1
2009-06-05	5000.0	290132.03	0
2009-11-05	50000.0	3960125.0	0
2009-11-09	30000.0	2475000.0	0
2010-02-01	0.144	9.60336	0
2010-04-26	12000.0	970800.0	1
2010-10-26	16951.0	1658943.517	0
2010-11-02	191326.0	18675101.2688	0
2010-11-04	43750.0	4387521.0	0
2010-11-09	33776.0	3632762.4296	0
2010-12-03	86250.0	9340538.625	0
2011-01-28	40094.0	4298778.445	0
2011-02-02	452154.0	25570360.9608	0
2011-02-15	34208.0	1915648.0	0
2011-03-03	200000.0	0.0	1
2011-05-09	1000.0	51037.0	1
2011-05-10	115.0	6008.75	1
2012-02-09	518516.0	24111184.9748	0
2012-02-15	176500.0	7483600.0	0
2012-02-28	10000.0	435977.00000000006	0
2013-03-01	16000.0	503614.4	1
2013-06-03	1100000.0	34290840.0	1
2013-07-25	17350.0	498812.5	1
2013-07-26	9416.0	269407.7672	0
2013-07-26	500000.0	14322250.0	1
2013-07-29	807200.0	23058959.52	1
2013-07-30	192800.0	5470622.88	1
2013-08-01	701800.0	20459875.7	1
2013-08-02	300000.0	8768010.0	1
2013-10-24	1000000.0	37479100.0	1
