Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-28 16:00:00-04:00	0.46		
2026-04-28 16:00:00-04:00	0.45	0.47	5.46
2026-02-03 16:00:00-05:00	0.58	0.71	21.42
2025-10-28 16:00:00-04:00	0.66	0.9	37.21
2025-07-22 16:00:00-04:00	0.62	0.69	10.8
2025-04-22 16:00:00-04:00	0.72	0.68	-5.96
2025-02-04 16:00:00-05:00	0.75	0.94	24.73
2024-10-22 16:00:00-04:00	0.78	0.65	-16.78
2024-07-23 16:00:00-04:00	0.48	0.43	-9.58
2024-04-23 16:00:00-04:00	0.39	0.35	-10.23
2024-02-06 16:00:00-05:00	0.55	0.54	-2.17
2023-10-26 16:00:00-04:00	1.0	1.02	1.66
2023-07-27 16:00:00-04:00	1.27	1.47	15.95
2023-04-25 16:00:00-04:00	1.22	1.37	12.21
2023-02-07 16:00:00-05:00	1.26	1.51	19.9
2022-10-25 16:00:00-04:00	1.09	1.25	14.54
2022-07-26 16:00:00-04:00	0.85	1.07	25.74
2022-04-26 16:00:00-04:00	0.69	0.79	15.33
2022-02-08 16:00:00-05:00	0.59	0.73	22.84
2021-10-26 16:00:00-04:00	0.49	0.6	22.11
2021-07-27 16:00:00-04:00	0.42	0.53	25.74
2021-04-27 16:00:00-04:00	0.44	0.56	26.59
2021-02-09 16:00:00-05:00	0.4	0.51	26.63
2020-10-27 16:00:00-04:00	0.24	0.3	26.83
2020-08-04 16:00:00-04:00	0.14	0.17	22.46
