Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-07 17:00:00-04:00	0.23
2026-02-10 16:00:00-05:00	0.27	0.28	3.21
2025-10-30 16:00:00-04:00	0.23	0.27	15.36
2025-07-31 16:00:00-04:00	0.18	0.21	15.51
2025-05-08 16:00:00-04:00	0.16	0.16	-1.56
2025-02-06 16:00:00-05:00	0.18	0.19	4.97
2024-11-07 16:00:00-05:00	0.18	0.2	9.54
2024-08-01 16:00:00-04:00	0.14	0.2	42.15
2024-05-02 16:00:00-04:00	0.13	0.16	22.56
2024-02-08 16:00:00-05:00	0.12	0.15	26.29
2023-11-02 16:00:00-04:00	0.1	0.16	62.7
2023-08-03 16:00:00-04:00	0.07	0.1	35.04
2023-04-27 16:00:00-04:00	0.03	0.08	135.43
2023-02-09 16:00:00-05:00	0.05	0.06	31.58
2022-11-03 16:00:00-04:00		0.06	1829.26
2022-08-04 16:00:00-04:00	-0.01		100.0
2022-05-05 16:00:00-04:00		0.01	536.94
2022-02-10 16:00:00-05:00			100.0
2021-11-04 16:00:00-04:00	-0.04		100.0
2021-08-05 16:00:00-04:00	-0.04	-0.02	43.85
2021-05-06 16:00:00-04:00	-0.03	-0.03	-2.39
2021-02-11 16:00:00-05:00	-0.04	-0.02	42.86
2020-11-05 16:00:00-05:00	-0.05	-0.02	61.32
2020-08-06 16:00:00-04:00	-0.06	-0.03	49.49
2020-05-07 16:00:00-04:00	-0.06	-0.04	33.07
