Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-04 15:00:00-05:00	0.52		
2026-07-29 16:00:00-04:00	0.43	0.62	43.71
2026-04-28 16:00:00-04:00	0.39	0.38	-1.98
2026-02-10 16:00:00-05:00	0.64	0.66	3.8
2025-11-05 16:00:00-05:00	0.54	0.61	12.07
2025-07-30 16:00:00-04:00	0.31	0.42	35.99
2025-04-30 16:00:00-04:00	0.33	0.37	13.48
2025-02-12 16:00:00-05:00	0.52	1.04	99.1
2024-10-30 16:00:00-04:00	0.18	0.17	-3.36
2024-08-07 16:00:00-04:00	0.15	0.21	37.33
2024-05-08 16:00:00-04:00	0.06	0.18	224.62
2024-02-13 16:00:00-05:00	0.07	0.13	72.19
2023-11-07 16:00:00-05:00	-0.1	-0.09	8.83
2023-08-02 16:00:00-04:00	0.12	0.15	21.21
2023-05-10 16:00:00-04:00	-0.61	-0.57	6.44
2023-02-08 16:00:00-05:00	-0.12	-0.19	-57.69
2022-11-02 16:00:00-04:00	-0.31	-0.2	35.36
2022-08-02 16:00:00-04:00	-0.35	-0.34	3.05
2022-04-28 16:00:00-04:00	-0.35	-0.45	-26.82
2022-01-27 16:00:00-05:00	-0.44	-0.49	-10.2
2021-10-26 16:00:00-04:00	-2.51	-2.06	18.02
2021-08-18 16:00:00-04:00	-0.26	0.18	170.42
