Date	Shares	Amount	BuyFlag
2004-02-06	145000.0	18196025.0	0
2004-02-12	235000.0	13594200.0	0
2004-02-13	60000.0	3592500.0	0
2004-02-18	20000.0	1194180.0	0
2004-09-16	150000.0	6300000.0	0
2004-10-28	400000.0	16396000.0	0
2004-11-05	2000.0	96000.0	0
2004-11-08	88000.0	4332803.2	0
2004-11-09	570474.0	30636875.625	0
2004-11-10	305966.0	16409032.0582	0
2005-06-08	20000.0	214036.0	1
2006-06-13	100000.0	762000.0	1
2007-05-31	100000.0	1053000.0	0
2007-06-11	97666.0	1118275.7	0
2007-08-09	250000.0	4030000.000000001	0
2007-08-10	250000.0	3895000.0	0
2007-08-15	50000.0	707500.0	0
2007-09-14	50000.0	715150.0	0
2007-10-09	10000.0	190200.0	0
2007-10-10	365000.0	6643000.0	0
2008-02-14	100000.0	1188000.0	0
2008-02-22	15000.0	172800.0	0
2008-03-14	35000.0	354200.0	0
2008-04-03	100000.0	1045000.0	0
2008-06-03	2500.0	17375.0	0
2008-06-11	17500.0	102725.0	0
2008-06-13	50000.0	289500.0	0
2008-06-30	66000.0	329340.0	0
2008-07-28	2000.0	10020.0	1
2008-08-06	4500.0	23220.0	1
2008-11-17	5000.0	18500.0	1
2008-11-21	300000.0	795000.0	0
2009-02-27	150000.0	643500.0	0
2009-03-04	125000.0	422500.0	0
2009-11-24	300000.0	1302000.0	0
2009-11-24	2000.0	8620.0	1
2010-02-23	300000.0	2157480.0	0
2010-03-16	7384.0	50432.72	1
2010-05-28	300000.0	1302000.0	0
2011-03-01	4113.0	15341.49	1
2011-04-26	200000.0	861999.9999999999	0
2011-04-27	99000.0	430650.0	0
2011-06-10	25000.0	107500.0	1
2011-08-02	14300.0	60918.0	1
2012-02-27	3000.0	12150.0	1
2012-02-28	50000.0	207500.00000000003	1
2012-02-29	3000.0	12150.0	1
2012-03-02	9000.0	36900.0	1
2012-03-05	1000.0	4010.0	1
2012-03-06	2000.0	7980.0	1
2012-04-30	75000.0	344250.0	0
2012-04-30	32000.0	146880.0	1
2012-12-13	9500.0	72052.75	0
2013-02-25	50000.0	354925.0	1
2013-03-06	18000.0	142200.0	0
2013-05-09	18923.0	170023.155	0
2013-05-13	50000.0	446685.0	0
2013-08-29	50000.0	594500.0	1
2013-11-01	200000.0	3392000.0	0
2013-12-02	12000.0	203640.0	0
2014-02-28	123132.0	2378640.0	0
2014-03-11	17254.0	327826.0	0
2014-03-12	51038.0	964560.52	0
2014-03-13	1500.0	28035.000000000004	0
2014-03-14	63079.0	1153714.91	0
2014-09-15	115000.0	2059650.0	0
2014-11-03	10000.0	192400.0	0
2014-11-06	6728.0	124198.88	0
2014-11-12	4000.0	80000.0	0
2014-12-16	3100.0	70835.0	0
2014-12-17	2350.0	57645.5	0
2015-03-04	13866.0	305329.31999999995	0
2015-05-08	186887.0	5912688.37	0
2015-05-11	1035.0	34651.8	0
2015-06-10	25000.0	866000.0	0
2015-08-03	20000.0	515000.0	1
2015-08-10	6061.0	149366.44999999998	0
2016-03-07	6000.0	120060.0	0
2016-03-07	100000.0	1985000.0	1
2016-03-16	1780.0	33464.0	0
2016-11-16	20399.0	565606.88	0
2017-03-07	10000.0	225700.0	0
2017-03-09	15661.0	350806.4	0
2017-03-13	1423.0	32245.18	0
2017-03-16	19751.0	454470.51	0
2018-03-02	45406.0	1660163.44	0
2018-05-16	300000.0	15900000.0	0
2018-07-19	2100.0	152859.0	0
2018-08-20	7097.0	456620.98	0
2018-09-04	26000.0	1813500.0	0
2018-10-01	1000.0	68610.0	0
2018-11-01	1000.0	62090.0	0
2018-11-12	2000.0	99455.0	1
2018-12-20	107000.0	4522890.0	0
2019-02-26	3000.0	180000.0	0
2019-03-01	14994.0	802571.8428000001	0
2019-03-04	18981.0	971197.0308	0
2019-03-05	40278.0	2069805.864	0
2019-03-14	24810.0	1184934.027	0
2019-04-08	2000.0	120000.0	0
2019-05-01	1000.0	63830.0	0
2019-05-14	84800.0	5593018.0	0
2019-05-30	27935.0	1899580.0	0
2019-05-31	16383.0	1098936.9830999998	0
2019-06-12	50000.0	3503760.3012	0
2019-08-14	1360.0	78682.8	0
2019-11-13	4168.0	267987.3952	0
2019-12-06	6052.0	443637.6516	0
2019-12-17	26451.0	1896012.6562	0
2020-01-22	50000.0	3953125.0	0
2020-02-14	14400.0	1250462.3652	0
2020-03-03	56691.0	4558461.239999999	0
2020-03-04	35955.0	2855672.2863	0
2020-03-17	20000.0	1109398.0	1
2020-04-06	5000.0	328797.92	0
2020-05-08	1000.0	85000.0	0
2020-05-12	67625.0	5740078.0362	0
2020-05-27	961.0	70596.31999999999	0
2020-06-01	500.0	42500.0	0
2020-06-02	1411.0	135224.12999999998	0
2020-06-09	37902.0	3805619.0	0
2020-06-30	350.0	34584.008	0
2020-07-01	500.0	49320.0	0
2020-07-21	840.0	78228.282	0
2020-08-03	500.0	42500.0	0
2020-08-26	859.0	73352.84599999999	0
2020-09-01	500.0	42600.0	0
2020-09-24	12800.0	1096350.33	0
2020-09-30	350.0	31838.94	0
2020-10-01	500.0	45920.0	0
2020-10-07	485.0	46344.56	0
2020-10-09	98000.0	9623600.0	0
2020-10-15	5185.0	549610.0	0
2020-11-02	1000.0	99670.0	0
2020-11-16	2993.0	360476.92	0
2020-11-27	98000.0	12319615.36	0
2020-12-01	500.0	63515.0	0
2020-12-07	7193.0	889160.73	0
2020-12-22	98000.0	12740220.0	0
2020-12-31	350.0	42915.21	0
2021-01-04	500.0	61505.0	0
2021-03-02	164713.0	27408127.9496	0
2021-03-12	57360.0	8699558.940000001	0
2021-03-16	23241.0	3507213.7219	0
2021-03-17	340.0	50338.632	0
2021-04-06	4444.0	652391.0572	0
2021-05-12	4204.0	525260.372	0
2021-05-18	123500.0	15470262.442600004	0
2021-05-19	49634.0	6207124.428299999	0
2021-06-01	281.0	38990.922	0
2021-06-02	663.0	92830.58	0
2021-06-16	660.0	102606.9	0
2021-06-25	5000.0	851249.0	0
2021-08-06	31289.0	6195222.0	0
2021-09-09	11083.0	2032281.8995	0
2021-09-24	3169.0	556509.0407	0
2021-09-27	4831.0	863401.3012000001	0
2021-10-14	4301.0	775006.6522	0
2021-10-15	4162.0	749502.1164	0
2021-10-18	26312.0	4778947.765799999	0
2021-10-19	50128.0	9245286.3813	0
2021-10-20	21553.0	3938259.330000001	0
2021-10-21	66995.0	12203365.6626	0
2021-10-22	38401.0	6979826.056399999	0
2021-10-25	43476.0	7893930.6041	0
2021-10-26	47120.0	8540963.772	0
2021-10-29	4927.0	887393.5941000001	0
2021-11-01	52117.0	9424422.7843	0
2021-11-02	38204.0	6908777.0997	0
2021-11-03	50045.0	9178862.5272	0
2021-11-04	38550.0	7111866.083799999	0
2021-11-05	53160.0	9731757.0727	0
2021-11-08	2016.0	364163.2352	0
2021-11-09	200.0	36008.0	0
2021-11-16	329952.0	61455126.63590002	0
2021-11-17	100.0	18000.0	0
2021-11-18	7237.0	1303781.735	0
2021-11-19	129930.0	23607706.7759	0
2021-11-24	34648.0	6238510.992	0
2021-11-26	4535.0	816595.2285	0
2021-11-29	39291.0	7078234.359	0
2021-11-30	7881.0	1420918.2927	0
2021-11-30	591.0	103690.95	1
2021-12-01	2269.0	369619.05040000007	0
2021-12-02	1263.0	207801.39	0
2021-12-10	71684.0	10187646.3136	1
2021-12-16	500.0	71055.0	1
2022-01-03	12027.0	1883428.2	0
2022-01-04	1486.0	224246.4646	0
2022-04-05	4840.0	683262.7999999999	0
2022-05-27	478.0	47756.98	0
2022-05-31	1502.0	153414.28	0
2022-06-08	3159.0	324795.744	0
2022-09-01	2032.0	233950.256	0
2022-09-26	1271.0	142888.362	0
2022-09-27	1929.0	216570.8543	0
2022-10-04	7863.0	946168.1278	0
2022-11-11	1699.0	310714.819	0
2022-12-01	1655.0	294579.3778	0
2022-12-02	944.0	172978.56	0
2022-12-05	6722.0	1252996.0176	0
2022-12-06	966.0	167421.01810000002	0
2022-12-20	2219.0	371016.8	0
2022-12-27	5103.0	861029.19	0
2023-01-04	5695.0	958126.8	0
2023-01-05	4049.0	679241.5061	0
2023-01-17	77036.0	14307620.7344	0
2023-01-18	36233.0	6770117.7864	0
2023-01-19	1300.0	240577.74	0
2023-01-20	31802.0	5891085.1652	0
2023-01-23	268415.0	51044990.5385	0
2023-01-24	95601.0	18026392.2327	0
2023-01-25	96140.0	18274064.3903	0
2023-01-26	133684.0	25460848.2567	0
2023-01-27	96575.0	18396398.9268	0
2023-02-02	5000.0	1000114.0	0
2023-03-03	591.0	125599.32	0
2023-03-07	3549.0	783361.068	0
2023-03-27	34275.0	7463871.2305	0
2023-03-28	39119.0	8442157.6966	0
2023-03-29	68641.0	14914570.4517	0
2023-03-30	53431.0	11613272.1869	0
2023-03-31	100534.0	22531146.6114	0
2023-04-03	2600.0	583337.649	0
2023-05-17	10250.0	2050197.775	1
2023-05-22	2013.0	397728.54	0
2023-05-25	10000.0	1907471.0	1
2023-05-30	1180.0	231280.0	0
2023-06-15	1482.0	291776.16	0
2023-06-16	1955.0	398096.65	0
2023-06-23	25000.0	4777387.512	1
2023-07-03	49783.0	9613691.2564	0
2023-09-11	515.0	110452.05	0
2023-10-02	29699.0	5831989.9134	0
2023-11-10	41167.0	8946820.422200002	0
2023-11-17	5000.0	1118960.3390000002	0
2023-11-20	5000.0	1128050.4084	0
2023-12-01	895.0	206187.41500000004	0
2023-12-04	4129.0	951282.9908	0
2023-12-05	6343.0	1474353.7059	0
2023-12-14	5000.0	1251290.98	0
2023-12-18	3752.0	950992.7172	0
2023-12-19	5284.0	1358188.5006	0
2024-01-02	35400.0	8909327.363400001	0
2024-05-09	87976.0	27268139.817100003	0
2024-05-20	2000.0	580386.8	0
2024-05-28	478.0	136727.12	0
2024-05-31	993.0	279747.96	0
2024-06-18	1434.0	427016.3859	0
2024-08-09	2000.0	729327.5776000001	0
2024-08-15	2017.0	755004.6177	0
2024-08-16	1000.0	374990.0	0
2024-08-21	450.0	167863.5	0
2024-08-22	220.0	82706.8	0
2024-08-23	80300.0	29854273.4094	0
2024-08-26	70000.0	25354817.0334	0
2024-08-27	20000.0	7244146.494200001	0
2024-08-30	50000.0	18201051.3002	0
2024-09-03	75000.0	26739978.441400003	0
2024-09-04	45539.0	16055755.738	0
2024-09-05	900.0	318177.0	0
2024-09-09	8182.0	2985294.0910000005	0
2024-09-10	25811.0	9287935.9194	0
2024-09-12	4338.0	1643876.424	0
2024-09-16	1000.0	380990.0	0
2024-09-30	4856.0	1942515.3278	0
2024-10-01	47314.0	18928997.1452	0
2024-10-02	112940.0	45513919.7895	0
2024-10-03	4767.0	1926544.5779	0
2024-10-15	1000.0	437980.0	0
2024-11-12	41834.0	25089851.5295	0
2024-11-13	21834.0	13302895.2491	0
2024-11-15	7325.0	4386600.286	0
2024-11-20	1000.0	605195.9697	0
2024-11-21	9600.0	6096538.7583	0
2024-11-22	3500.0	2240000.0	0
2024-12-03	4562.0	2970410.4103	0
2024-12-04	2430.0	1639905.3656	0
2024-12-16	1000.0	639686.694	0
2024-12-17	2661.0	1704997.724	0
2024-12-23	1035.0	646328.8352999999	0
2025-01-02	450.0	271831.5	0
2025-03-17	307.0	169685.04	0
2025-04-21	10000.0	5409861.256899999	0
2025-05-12	10314.0	7069610.190399999	0
2025-05-13	4200.0	2950600.0	0
2025-05-14	400.0	287361.72000000003	0
2025-05-19	1300.0	960486.54	0
2025-05-21	9905.0	7310207.482	0
2025-05-30	3000.0	2222295.0	0
2025-06-03	87.0	66120.0	0
2025-06-04	5913.0	4493880.0	0
2025-06-13	75.0	57885.74999999999	0
2025-06-17	905.0	702632.95	0
2025-08-07	3080.0	2682308.9669000003	0
2025-08-11	10000.0	8312886.455199999	0
2025-08-13	1358.0	1004919.7284	1
2025-08-14	7891.0	5919010.656	0
