Date	Sentiment_Daily	News_Volume
2022-08-02	-0.0170	1.0000
2022-08-03		
2022-08-04	0.1466	2.0000
2022-08-05	0.1823	2.0000
2022-08-08		
2022-08-09	0.2462	3.0000
2022-08-10	0.2853	5.0000
2022-08-11	0.2886	1.0000
2022-08-12	0.2671	2.0000
2022-08-15		
2022-08-16		
2022-08-17		
2022-08-18		
2022-08-19	0.4098	1.0000
2022-08-22	0.2709	1.0000
2022-08-23	0.0339	1.0000
2022-08-24		
2022-08-25		
2022-08-26		
2022-08-29		
2022-08-30		
2022-08-31		
2022-09-01		
2022-09-02	0.2351	1.0000
2022-09-05		
2022-09-06		
2022-09-07	0.0706	1.0000
2022-09-08	-0.0242	1.0000
2022-09-09		
2022-09-12		
2022-09-13		
2022-09-14		
2022-09-15		
2022-09-16		
2022-09-19		
2022-09-20		
2022-09-21	0.2243	1.0000
2022-09-22		
2022-09-23		
2022-09-26	0.2421	1.0000
2022-09-27		
2022-09-28		
2022-09-29		
2022-09-30		
2022-10-03		
2022-10-04		
2022-10-05		
2022-10-06		
2022-10-07	0.2874	1.0000
2022-10-10	0.3260	1.0000
2022-10-11		
2022-10-12		
2022-10-13	0.3233	1.0000
2022-10-14		
2022-10-17		
2022-10-18		
2022-10-19		
2022-10-20		
2022-10-21		
2022-10-24		
2022-10-25	0.2952	1.0000
2022-10-26		
2022-10-27		
2022-10-28		
2022-10-31	0.2358	1.0000
2022-11-01		
2022-11-02		
2022-11-03		
2022-11-04	0.0602	1.0000
2022-11-07	0.2819	1.0000
2022-11-08	0.2272	3.0000
2022-11-09	0.2496	4.0000
2022-11-10	0.1789	5.0000
2022-11-11		
2022-11-14	0.3348	1.0000
2022-11-15		
2022-11-16	0.2454	1.0000
2022-11-17		
2022-11-18		
2022-11-21	0.2082	1.0000
2022-11-22		
2022-11-23		
2022-11-24		
2022-11-25		
2022-11-28	0.3226	1.0000
2022-11-29		
2022-11-30		
2022-12-01		
2022-12-02	0.2481	1.0000
2022-12-05	0.2331	2.0000
2022-12-06	0.0899	2.0000
2022-12-07	0.2211	1.0000
2022-12-08		
2022-12-09		
2022-12-12		
2022-12-13		
2022-12-14		
2022-12-15		
2022-12-16		
2022-12-19	0.1970	2.0000
2022-12-20		
2022-12-21		
2022-12-22		
2022-12-23		
2022-12-26		
2022-12-27		
2022-12-28		
2022-12-29	0.1733	1.0000
2022-12-30		
2023-01-02		
2023-01-03	0.2979	1.0000
2023-01-04	0.2066	1.0000
2023-01-05	0.3582	1.0000
2023-01-06		
2023-01-09	0.1961	3.0000
2023-01-10	0.0699	2.0000
2023-01-11		
2023-01-12		
2023-01-13		
2023-01-16		
2023-01-17		
2023-01-18	0.1185	1.0000
2023-01-19	0.0642	4.0000
2023-01-20	0.1987	2.0000
2023-01-23	0.3149	2.0000
2023-01-24	0.1661	2.0000
2023-01-25	0.1171	1.0000
2023-01-26	0.2310	3.0000
2023-01-27	0.2048	1.0000
2023-01-30	0.1770	2.0000
2023-01-31	0.1812	2.0000
2023-02-01	0.2514	1.0000
2023-02-02	0.2846	2.0000
2023-02-03		
2023-02-06	0.2262	4.0000
2023-02-07	0.1887	1.0000
2023-02-08	0.2073	3.0000
2023-02-09	0.3214	1.0000
2023-02-10		
2023-02-13	0.1485	1.0000
2023-02-14	0.1324	2.0000
2023-02-15		
2023-02-16		
2023-02-17		
2023-02-20		
2023-02-21	0.2059	1.0000
2023-02-22		
2023-02-23	0.1737	1.0000
2023-02-24	0.5274	1.0000
2023-02-27		
2023-02-28	0.1066	2.0000
2023-03-01	0.1594	4.0000
2023-03-02	0.2459	3.0000
2023-03-03	0.1624	1.0000
2023-03-06	0.2331	2.0000
2023-03-07		
2023-03-08	0.1528	1.0000
2023-03-09	0.1532	2.0000
2023-03-10		
2023-03-13	0.1827	1.0000
2023-03-14		
2023-03-15	0.1775	2.0000
2023-03-16		
2023-03-17		
2023-03-20	0.1841	1.0000
2023-03-21	0.0339	1.0000
2023-03-22		
2023-03-23	0.2014	1.0000
2023-03-24		
2023-03-27		
2023-03-28	0.2534	1.0000
2023-03-29	0.2366	2.0000
2023-03-30		
2023-03-31	0.1435	1.0000
2023-04-03	0.1915	3.0000
2023-04-04	0.1723	2.0000
2023-04-05	0.0837	1.0000
2023-04-06	0.1214	1.0000
2023-04-07		
2023-04-10	0.2747	3.0000
2023-04-11	0.4037	1.0000
2023-04-12		
2023-04-13	0.2185	1.0000
2023-04-14	-0.0439	1.0000
2023-04-17	0.2192	2.0000
2023-04-18		
2023-04-19	0.2009	1.0000
2023-04-20		
2023-04-21		
2023-04-24		
2023-04-25	0.1578	1.0000
2023-04-26		
2023-04-27		
2023-04-28		
2023-05-01	-0.0313	1.0000
2023-05-02	0.1137	2.0000
2023-05-03	0.2231	2.0000
2023-05-04		
2023-05-05	0.1510	2.0000
2023-05-08		
2023-05-09	0.0864	2.0000
2023-05-10	0.1967	6.0000
2023-05-11	0.2430	5.0000
2023-05-12	0.0223	1.0000
2023-05-15	0.1859	2.0000
2023-05-16	0.3084	1.0000
2023-05-17	0.3733	2.0000
2023-05-18	0.2038	1.0000
2023-05-19		
2023-05-22	0.2826	6.0000
2023-05-23		
2023-05-24	0.2584	3.0000
