Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-07 09:00:00-04:00	2.69		
2026-02-06 00:00:00-05:00	3.18	6.15	93.12
2025-11-05 00:00:00-05:00	5.36	4.66	-13.11
2025-08-06 21:00:00-04:00	5.48	4.38	-20.02
2014-02-03 22:00:00-05:00	2.46	3.27	32.81
2013-11-06 01:00:00-05:00	2.15	2.81	30.47
2013-08-09 19:00:00-04:00	2.59	3.69	42.37
2013-05-08 02:00:00-04:00	1.71	2.01	17.59
2013-02-05 01:00:00-05:00	1.32	0.68	-48.53
2012-11-05 01:00:00-05:00	1.66	2.03	22.12
2012-08-03 04:00:00-04:00	1.93	2.33	21.23
2012-05-09 06:00:00-04:00	0.88	0.96	9.16
2012-02-07 14:00:00-05:00	0.12	0.67	448.25
2011-11-07 19:00:00-05:00	0.66	0.66	-0.51
2011-08-02 02:00:00-04:00	-0.74	0.01	101.3
2011-05-11 02:00:00-04:00	0.41	0.2	-50.6
2011-02-08 01:00:00-05:00	0.6	0.73	21.57
2010-11-05 04:00:00-04:00	1.27	0.77	-39.09
2008-02-05 04:00:00-05:00	2.21	2.71	22.44
2007-11-07 01:00:00-05:00	2.22	2.48	11.53
2007-08-03 02:00:00-04:00	2.3	2.59	12.48
2007-05-09 02:00:00-04:00	2.13	1.15	-46.15
2007-02-06 01:00:00-05:00	1.95	2.22	13.59
2006-11-07 00:00:00-05:00	1.9	2.13	12.16
2006-08-04 00:00:00-04:00	1.85	2.0	8.27
