Date	Shares	Amount	BuyFlag
2026-02-17	7553.0	3696891.38	0
2026-02-18	3611.0	1710458.48	0
2026-02-19	58613.0	27479583.09	0
2026-02-25	9249.0	4504637.65	0
2026-02-26	357.0	172559.52	0
2026-02-27	42329.0	20857496.84	0
2026-03-02	892.0	442396.32	0
2026-03-04	2437.0	1158306.1	0
2026-03-11	2633.0	1312339.86	0
2026-03-13	2329.0	1122088.91	0
2026-03-27	2329.0	1050262.55	0
2026-04-01	978.0	439288.26	0
2026-05-01	1104.0	469222.08	0
2026-05-04	318.0	134746.14	0
2026-05-12	6988.0	3144600.0	0
2026-05-15	1387.0	628935.15	0
2026-05-29	1974.0	888300.0	0
2026-06-01	828.0	364245.48	0
2026-06-05	1745.0	785250.0	0
