Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-12 08:00:00-04:00	-0.75		
2026-05-13 07:00:00-04:00	-0.71	2.11	396.14
2026-02-12 08:00:00-05:00	-0.6	-0.99	-63.06
2025-11-11 08:00:00-05:00	-0.39	-0.47	-20.25
2025-08-07 08:00:00-04:00	-0.41	2.45	697.12
2025-05-20 12:00:00-04:00	-0.44	-0.39	12.7
2025-02-20 08:00:00-05:00	-0.39	-0.37	4.82
2022-11-03 07:00:00-04:00	0.19	0.22	13.53
2022-04-27 06:00:00-04:00	0.04	-0.3	-813.21
2022-02-15 06:00:00-05:00	-0.19	-0.16	16.16
2021-10-27 06:00:00-04:00	-0.2	-0.13	32.87
2021-07-28 06:00:00-04:00	0.08	0.04	-48.98
2021-04-28 06:00:00-04:00	0.26	-0.15	-157.47
2021-02-16 06:00:00-05:00	0.12	0.03	-74.74
2020-10-28 06:00:00-04:00	0.12	0.78	541.61
2020-07-28 06:00:00-04:00	-0.16	-0.14	13.14
2020-04-28 06:00:00-04:00	0.28	0.21	-25.2
2020-02-14 06:00:00-05:00	0.27	0.04	-83.99
2019-10-25 06:00:00-04:00	0.35	0.22	-38.41
2019-07-26 06:00:00-04:00	0.23	0.17	-25.4
2019-04-25 06:00:00-04:00	0.21	0.16	-20.17
2019-02-15 06:00:00-05:00	0.32	0.27	-14.43
2018-10-29 06:00:00-04:00	0.22	0.23	6.89
2018-07-26 09:00:00-04:00	0.21	1.61	659.42
2018-04-25 06:00:00-04:00	0.15	0.11	-21.97
