Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-10-08 16:00:00-04:00	-0.29		
2026-07-27 16:00:00-04:00	-0.19	0.04	121.05
2026-04-08 16:00:00-04:00	-0.21	0.09	142.86
2026-01-07 16:00:00-05:00	-0.21		100.0
2025-10-09 16:00:00-04:00	-0.15	-0.03	80.65
2025-07-30 16:00:00-04:00	-0.21	-0.03	85.94
2025-04-14 16:00:00-04:00	-0.1	-0.08	21.95
2025-01-14 16:00:00-05:00	-0.14	-0.06	55.88
2024-10-09 16:00:00-04:00	-0.26	-0.15	42.31
2024-08-28 16:00:00-04:00	-0.22	-0.36	-63.64
2024-04-11 16:00:00-04:00	-0.07	-0.24	-259.98
2024-01-16 08:00:00-05:00	0.01	-0.05	-600.0
2023-10-09 08:00:00-04:00	-0.01		106.56
2023-07-24 08:00:00-04:00	-0.07	-0.01	85.0
2023-04-06 08:00:00-04:00	-0.04	-0.01	75.0
2023-01-09 16:00:00-05:00	-0.05	-0.04	27.27
2022-10-11 16:00:00-04:00	-0.04	-0.04	
2022-08-25 16:00:00-04:00	-0.13	-0.07	47.94
2022-05-13 08:00:00-04:00	-0.07	-0.04	42.86
