Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-27 16:00:00-04:00	0.13		
2026-05-06 16:00:00-04:00	0.07	0.01	-86.36
2026-02-04 16:00:00-05:00	-0.01	0.02	250.04
2025-11-24 16:00:00-05:00	0.08	0.58	635.43
2025-08-06 16:00:00-04:00	0.05	0.07	46.8
2025-05-07 16:00:00-04:00	0.05	0.05	7.5
2025-02-05 16:00:00-05:00	0.03	0.32	901.26
2024-11-18 16:00:00-05:00	0.03	0.05	73.13
2024-07-29 16:00:00-04:00	0.06	0.27	367.49
2024-05-06 16:00:00-04:00	0.02	0.32	1561.11
2024-02-05 16:00:00-05:00	0.02	0.21	828.29
2023-11-20 16:00:00-05:00		0.02	901.9
2023-07-31 07:00:00-04:00	-0.02	-0.03	-87.54
2023-05-01 16:00:00-04:00	-0.04	-0.02	49.82
2023-01-30 16:00:00-05:00	-0.04	-0.03	33.8
2022-11-21 16:00:00-05:00	-0.04	-0.1	-120.86
2022-08-01 16:00:00-04:00	-0.05	-0.04	13.77
