Date	Shares	Amount	BuyFlag
2026-01-08	14000.0	3554386.5200000005	0
2026-01-09	300.0	78204.0	0
2026-01-13	3674.0	959703.3199999998	0
2026-01-15	18000.0	4190055.13	0
2026-01-20	39167.0	8841315.079999998	0
2026-01-22	14000.0	2976561.07	0
2026-01-30	18000.0	3297178.4099999997	0
2026-02-10	11464.0	1716665.77	0
2026-02-10	43800.0	6549030.32	1
2026-02-11	6700.0	933109.0	1
2026-02-13	18000.0	2498644.2300000004	0
2026-02-23	26902.0	3870353.31	0
2026-02-24	39243.0	5627711.0200000005	0
2026-02-27	18000.0	2612194.21	0
