Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-27 16:00:00-04:00	2.71		
2026-01-26 16:00:00-05:00	1.77	1.64	-7.34
2025-10-27 16:00:00-04:00	2.16	2.63	22.01
2025-07-28 16:00:00-04:00	2.61	2.6	-0.56
2025-04-28 16:00:00-04:00	0.61	0.67	9.8
2025-01-27 16:00:00-05:00	0.64	1.22	90.63
2024-10-21 16:00:00-04:00	1.17	1.05	-10.5
2024-07-22 16:00:00-04:00	2.45	2.68	9.19
2024-04-22 16:00:00-04:00	3.69	3.46	-6.18
2024-01-29 16:00:00-05:00	2.88	3.16	9.6
2023-10-23 17:00:00-04:00	4.24	4.57	7.76
2023-07-24 16:00:00-04:00	5.54	5.81	4.92
2023-04-20 07:00:00-04:00	3.79	4.45	17.38
2023-01-26 08:00:00-05:00	4.36	4.89	12.11
2022-10-20 08:00:00-04:00	6.31	6.5	3.04
2022-07-21 08:00:00-04:00	8.62	9.67	12.12
2022-04-21 08:00:00-04:00	7.3	7.67	5.07
2022-01-27 08:00:00-05:00	7.84	7.97	1.68
2021-10-21 08:00:00-04:00	7.42	7.28	-1.95
2021-07-22 08:00:00-04:00	4.72	5.04	6.74
2021-04-22 08:00:00-04:00	3.1	3.1	-0.08
2021-01-28 08:00:00-05:00	1.2	1.3	8.54
2020-10-22 08:00:00-04:00	0.53	0.63	18.72
2020-07-23 08:00:00-04:00	0.13	0.36	175.88
2020-04-28 09:00:00-04:00	1.0	0.07	-93.0
