Date	Sentiment_Daily	News_Volume
2025-04-04	0.0000	1
2025-04-07	0.0000	1
2025-04-17	0.0870	1
2025-05-27	0.0000	2
2025-06-10	0.1000	2
2025-06-16	0.2000	1
2025-06-18	0.0680	1
2025-06-24	0.0670	1
2025-07-01	0.0000	1
2025-07-16	-0.1250	1
2025-07-22	0.0000	1
2025-07-30	0.2000	1
2025-08-01	0.0000	1
2025-08-03	0.1040	1
2025-08-06	0.1000	1
2025-08-07	-0.1560	1
2025-08-12	0.0000	1
2025-08-22	-0.0360	1
2025-08-25	0.0530	1
2025-08-26	-0.0310	1
2025-09-05	-0.0880	1
2025-09-07	0.0000	1
2025-09-08	-0.1250	1
2025-09-16	0.0000	2
2025-09-17	0.0000	2
2025-09-26	0.1475	2
2025-09-29	0.0000	1
2025-10-01	-0.1250	1
2025-10-04	0.1360	1
2025-10-06	0.0000	1
2025-10-07	0.1930	2
2025-10-08	0.4080	1
2025-10-09	0.1545	2
2025-10-10	0.1180	2
2025-10-20	0.0000	3
2025-10-22	0.0000	1
2025-10-24	0.1667	3
2025-10-28	0.0250	2
2025-11-04	0.0910	1
2025-11-05	0.0000	1
2025-11-12	0.0000	1
2025-11-13	-0.0200	2
2025-11-15	0.1540	1
2025-11-17	0.0000	3
2025-11-18	0.0000	1
2025-11-19	0.0000	1
2025-11-23	0.0000	1
2025-11-24	0.0000	1
2025-12-02	0.0000	1
2025-12-08	0.2450	1
2025-12-09	0.0500	2
2025-12-11	0.0000	1
2025-12-12	-0.0170	1
2025-12-14	0.0000	1
2025-12-15	0.0000	3
2025-12-17	0.0000	2
2025-12-19	0.8000	1
2025-12-21	0.0000	1
2025-12-22	0.2550	1
2025-12-23	0.2700	1
2025-12-29	0.0000	1
2025-12-31	0.0670	1
2026-01-01	0.0000	1
2026-01-06	0.2333	3
2026-01-07	0.0000	1
2026-01-08	0.0000	1
2026-01-09	0.0000	1
2026-01-10	0.0000	1
2026-01-12	0.3330	1
2026-01-19	-0.1080	1
2026-01-21	0.2250	2
2026-01-22	0.1743	3
2026-01-23	0.0000	1
2026-01-26	0.0000	1
2026-01-27	0.0210	2
2026-01-28	0.5215	2
2026-01-30	-0.0500	4
2026-02-02	0.0000	1
2026-02-03	0.4000	2
2026-02-04	0.0000	1
2026-02-09	0.0000	3
2026-02-10	0.1000	1
2026-02-11	0.5000	1
2026-02-13	-0.1000	2
2026-02-14	0.1500	2
2026-02-15	0.2733	3
2026-02-16	-0.1103	10
2026-02-17	0.0004	8
2026-02-18	-0.0076	7
2026-02-19	0.2147	9
2026-02-20	-0.0464	14
2026-02-21	-0.0530	5
2026-02-22	0.2500	2
2026-02-23	0.1535	15
2026-02-24	0.0764	23
2026-02-25	0.1444	12
2026-02-26	0.2861	14
2026-02-27	0.0676	24
2026-02-28	0.1370	6
2026-03-01	0.1033	3
2026-03-02	0.2114	17
2026-03-03	0.1357	13
2026-03-04	0.0705	11
2026-03-05	0.0012	9
2026-03-06	0.0268	24
2026-03-07	-0.0141	11
2026-03-08	-0.0417	6
2026-03-09	0.0811	42
2026-03-10	0.0177	27
2026-03-11	0.0617	23
2026-03-12	0.0352	45
2026-03-13	0.0053	33
2026-03-14	-0.0066	5
2026-03-15	-0.0333	6
2026-03-16	0.0929	29
2026-03-17	0.0130	55
2026-03-18	0.0033	27
2026-03-19	0.0669	36
2026-03-20	0.0588	39
2026-03-21	-0.0532	13
2026-03-22	0.1071	7
2026-03-23	0.0713	21
2026-03-24	0.0733	30
2026-03-25	0.0366	55
2026-03-26	0.0601	39
2026-03-27	0.0173	24
2026-03-28	0.2241	9
2026-03-29	0.1556	12
2026-03-30	0.1195	31
2026-03-31	0.0318	33
2026-04-01	0.0770	26
2026-04-02	0.0230	25
2026-04-03	-0.0951	14
2026-04-04	-0.0766	5
2026-04-05	0.0000	6
2026-04-06	0.0141	23
2026-04-07	0.0830	28
2026-04-08	0.1388	13
