Metric	Value
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	94801468617
numberOfAnalystOpinions	21
open	348.17
operatingCashflow	5110000128
operatingMargins	0.1014
overallRisk	2
payoutRatio	0.38830003
pegRatio	2.609
phone	703 876 3000
postMarketChange	0.6000061
postMarketChangePercent	0.1744711
postMarketPrice	344.5
postMarketTime	1775779200
previousClose	350.02
priceEpsCurrentYear	21.098509
priceHint	2
priceToBook	3.623738
priceToSalesTrailing12Months	1.7724813
profitMargins	0.08011
quickRatio	0.781
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	2.20833
region	US
regularMarketChange	-6.12
regularMarketChangePercent	-1.74847
regularMarketDayHigh	350.24
regularMarketDayLow	343.52
regularMarketDayRange	343.52 - 350.24
regularMarketOpen	348.17
regularMarketPreviousClose	350.02
regularMarketPrice	343.9
regularMarketTime	1775764803
regularMarketVolume	1153666
returnOnAssets	0.05989
returnOnEquity	0.17658001
revenueGrowth	0.078
revenuePerShare	195.295
sector	Industrials
sectorDisp	Industrials
sectorKey	industrials
shareHolderRightsRisk	3
sharesOutstanding	270845862
sharesPercentSharesOut	0.0081
sharesShort	2186996
sharesShortPreviousMonthDate	1770940800
sharesShortPriorMonth	2651768
shortName	General Dynamics Corporation
shortPercentOfFloat	0.009
shortRatio	1.81
sourceInterval	15
state	VA
symbol	GD
targetHighPrice	444.0
targetLowPrice	327.0
targetMeanPrice	393.93094
targetMedianPrice	390.0
totalCash	2332999936
totalCashPerShare	8.641
totalDebt	9788999680
totalRevenue	52550000640
tradeable	False
trailingAnnualDividendRate	6.0
trailingAnnualDividendYield	0.017141879
trailingEps	15.44
trailingPE	22.273315
trailingPegRatio	2.5353
triggerable	True
twoHundredDayAverage	335.5359
twoHundredDayAverageChange	8.364105
twoHundredDayAverageChangePercent	0.024927603
typeDisp	Equity
volume	1153666
website	https://www.gd.com
zip	20190
