Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-22 09:00:00-04:00	3.66		
2026-01-28 07:00:00-05:00	4.11	4.17	1.54
2025-10-24 07:00:00-04:00	3.72	3.88	4.34
2025-07-23 07:00:00-04:00	3.55	3.74	5.29
2025-04-23 07:00:00-04:00	3.48	3.66	5.32
2025-01-29 07:00:00-05:00	4.04	4.15	2.71
2024-10-23 07:00:00-04:00	3.51	3.35	-4.45
2024-07-24 07:00:00-04:00	3.31	3.26	-1.4
2024-04-24 07:00:00-04:00	2.93	2.88	-1.76
2024-01-24 07:00:00-05:00	3.67	3.64	-0.92
2023-10-25 08:00:00-04:00	2.94	3.04	3.25
2023-07-26 07:00:00-04:00	2.6	2.7	3.93
2023-04-26 07:00:00-04:00	2.59	2.64	1.84
2023-01-25 07:00:00-05:00	3.54	3.58	1.2
2022-10-26 07:00:00-04:00	3.16	3.26	3.31
2022-07-27 07:00:00-04:00	2.73	2.75	0.79
2022-04-27 07:00:00-04:00	2.5	2.61	4.3
2022-01-26 07:00:00-05:00	3.37	3.39	0.45
2021-10-27 07:00:00-04:00	2.99	3.07	2.81
2021-07-28 07:00:00-04:00	2.55	2.61	2.48
2021-04-28 07:00:00-04:00	2.29	2.48	8.52
2021-01-27 07:00:00-05:00	3.54	3.49	-1.29
2020-10-28 07:00:00-04:00	2.88	2.9	0.81
2020-07-29 07:00:00-04:00	2.17	2.18	0.25
2020-04-29 08:00:00-04:00	2.56	2.43	-5.21
