Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-30 16:00:00-04:00	1.04		
2026-01-27 16:00:00-05:00	0.94	1.1	17.08
2025-10-23 16:00:00-04:00	1.01	1.19	17.28
2025-07-29 16:00:00-04:00	1.02	1.16	13.37
2025-05-14 16:00:00-04:00	0.98	1.29	32.0
2025-01-28 16:00:00-05:00	0.59	1.03	74.12
2024-10-30 16:00:00-04:00	0.61	0.97	59.97
2024-08-01 16:00:00-04:00	0.65	0.93	42.9
2024-05-14 16:00:00-04:00	0.69	0.96	39.43
2024-01-31 16:00:00-05:00	0.49	0.96	95.24
2023-10-25 16:00:00-04:00	0.36	0.65	78.99
2023-07-26 16:00:00-04:00	0.3	0.48	62.39
2023-05-10 16:00:00-04:00	0.32	0.2	-37.63
