Metric	Value
nameChangeDate	2026-09-15
netIncomeToCommon	3100999936
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	79134517076
numberOfAnalystOpinions	29
open	53.79
operatingCashflow	6533000192
operatingMargins	0.12706
overallRisk	1
payoutRatio	0.5659
pegRatio	1.48
phone	713 513 2000
postMarketChange	0.0
postMarketChangePercent	0.0
postMarketPrice	54.2
postMarketTime	1789513309
prevName	Schlumberger Limited
previousClose	53.32
priceEpsCurrentYear	21.694407
priceHint	2
priceToBook	3.0851548
priceToSalesTrailing12Months	2.2119718
profitMargins	0.08527
quickRatio	0.942
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	1.6
region	US
regularMarketChange	0.880001
regularMarketChangePercent	1.65041
regularMarketDayHigh	54.48
regularMarketDayLow	53.09
regularMarketDayRange	53.09 - 54.48
regularMarketOpen	53.79
regularMarketPreviousClose	53.32
regularMarketPrice	54.2
regularMarketTime	1789502402
regularMarketVolume	12870359
returnOnAssets	0.06172
returnOnEquity	0.12909001
revenueGrowth	0.05
revenuePerShare	24.431
sector	Energy
sectorDisp	Energy
sectorKey	energy
shareHolderRightsRisk	6
sharesOutstanding	1484143231
sharesPercentSharesOut	0.037100002
sharesShort	55077331
sharesShortPreviousMonthDate	1785456000
sharesShortPriorMonth	55956633
shortName	SLB Limited
shortPercentOfFloat	0.0425
shortRatio	4.9
sourceInterval	15
state	TX
symbol	SLB
targetHighPrice	75.0
targetLowPrice	43.0
targetMeanPrice	62.34483
targetMedianPrice	63.0
totalCash	4124000000
totalCashPerShare	2.779
totalDebt	12810000384
totalRevenue	36366000128
tradeable	False
trailingAnnualDividendRate	1.16
trailingAnnualDividendYield	0.021755438
trailingEps	2.05
trailingPE	26.439026
trailingPegRatio	1.4057
triggerable	True
twoHundredDayAverage	49.5603
twoHundredDayAverageChange	4.639702
twoHundredDayAverageChangePercent	0.09361731
typeDisp	Equity
volume	12870359
website	https://www.slb.com
zip	77056
