Date	Shares	Amount	BuyFlag
2025-12-18	7609.0	5000102.17	0
2026-03-10	89720.0	43642445.19000001	0
2026-03-11	50000.0	23301799.53	0
2026-03-12	50000.0	22911672.14	0
2026-03-13	3109.0	1409678.4	0
2026-03-16	163910.0	74331210.78000002	0
2026-05-22	89720.0	43461878.88000001	0
2026-05-28	9052.0	5431200.0	0
2026-06-04	20000.0	11317855.5	0
2026-06-05	3076.0	1790364.8	0
2026-06-10	20833.0	10497933.34	0
2026-06-11	41666.0	20197463.869999997	0
2026-06-12	41667.0	20376506.61	0
2026-06-16	163910.0	82620803.60000002	0
