Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-06 09:00:00-04:00	6.57		
2026-02-03 12:00:00-05:00	5.9	6.04	2.34
2025-11-05 01:00:00-05:00	4.24	4.5	6.05
2025-08-06 01:00:00-04:00	6.0	5.96	-0.74
2025-05-07 01:00:00-04:00	6.07	6.53	7.51
2025-02-04 19:00:00-05:00	6.12	6.34	3.68
2024-11-06 01:00:00-05:00	5.92	6.12	3.44
2024-08-07 01:00:00-04:00	4.91	4.49	-8.61
2024-05-02 01:00:00-04:00	5.42	5.68	4.87
2024-01-31 01:00:00-05:00	4.45	4.91	10.34
2023-11-02 03:00:00-04:00	4.71	5.0	6.15
2023-08-09 21:00:00-04:00	4.5	4.32	-4.05
2023-05-04 01:00:00-04:00	4.02	4.39	9.08
2023-02-01 01:00:00-05:00	3.13	3.01	-3.77
2022-11-02 02:00:00-04:00	3.12	3.17	1.73
2022-08-03 11:00:00-04:00	3.03	2.93	-3.43
2022-04-29 07:00:00-04:00	2.89	3.11	7.54
2022-02-01 22:00:00-05:00	2.36	2.38	1.02
2021-11-03 02:00:00-04:00	2.55	2.64	3.21
2021-08-04 10:00:00-04:00	2.38	2.63	10.4
2021-05-05 06:00:00-04:00	2.57	2.73	6.02
2021-02-02 20:00:00-05:00	1.96	2.01	2.19
2020-10-30 02:00:00-04:00	2.22	2.21	-0.54
2020-08-05 20:00:00-04:00	2.21	2.27	2.36
2020-05-06 07:00:00-04:00	2.34	2.53	7.99
