Date	Shares	Amount	BuyFlag
2004-02-18	11170.0	351894.4	0
2004-10-28	2017.0	73733.04	0
2004-11-09	15458.0	569860.02	0
2004-12-20	5500.0	215820.0	0
2004-12-30	119970.0	4704023.7	0
2005-03-17	59500000.0	2481983000.0	0
2005-04-18	2000.0	81040.0	0
2005-04-20	10980.0	472140.0	0
2005-04-22	9500.0	418000.0	0
2005-04-25	3000.0	132960.0	0
2005-05-02	2000.0	83180.0	0
2005-05-09	2000.0	85060.0	0
2005-05-16	2000.0	81800.0	0
2005-05-23	2000.0	83680.0	0
2005-05-31	2000.0	86280.0	0
2005-06-06	2000.0	87300.0	0
2005-06-07	1000.0	44000.0	0
2005-06-10	8000.0	360000.0	0
2005-06-13	4000.0	178200.0	0
2005-06-20	4000.0	185720.0	0
2005-06-23	3939.0	189072.0	0
2005-06-27	10609.0	518521.0	0
2005-07-05	4000.0	192920.0	0
2005-07-11	4000.0	193480.0	0
2005-07-18	4000.0	185640.0	0
2005-07-22	224357.0	11397335.6	0
2005-08-01	16989.0	954357.075	0
2005-08-10	50795.0	2984206.25	0
2005-08-22	856.898	48817.47906	0
2005-09-01	33000.0	2061510.0	0
2005-09-02	11568.0	728552.64	0
2005-09-08	33000.0	2131800.0	0
2005-09-12	11000.0	721820.0	0
2005-09-15	33000.0	2105400.0	0
2005-09-22	65000.0	4353050.0	0
2005-09-29	63334.0	4392846.24	0
2005-10-06	28000.0	1680000.0	0
2005-10-12	8382.0	517337.04	0
2005-10-13	28000.0	1698200.0	0
2005-10-20	10000.0	593000.0	0
2005-10-27	10000.0	587900.0	0
2005-11-03	28000.0	1779960.0	0
2005-11-10	10000.0	581500.0	0
2005-11-14	23834.0	1358947.5	0
2005-11-17	9000.0	538920.0	0
2005-11-25	45000.0	2925000.0	0
2005-12-01	18000.0	1156500.0	0
2005-12-08	18000.0	1165060.0	0
2005-12-13	7231.0	484910.86	0
2005-12-15	35000.0	2319450.0	0
2005-12-22	18000.0	1161180.0	0
2005-12-29	18000.0	1112400.0	0
2006-01-03	10980.0	696884.8	0
2006-01-05	45000.0	2961000.0	0
2006-01-10	4000.0	272000.0	0
2006-01-11	6300.0	428526.0	0
2006-01-12	106981.0	7525043.539999999	0
2006-01-19	20000.0	1400000.0	0
2006-01-26	75000.0	5522230.0	0
2006-02-02	67100.0	5260640.000000001	0
2006-02-09	25000.0	1872500.0	0
2006-02-10	4557.0	328878.69	0
2006-02-16	10000.0	693600.0	0
2006-02-23	25000.0	1755500.0	0
2006-03-02	10000.0	697500.0	0
2006-03-09	10000.0	676000.0	0
2006-03-10	4557.0	301035.42	0
2006-03-16	11815.82	820962.1344	0
2006-03-20	12938.0	909908.24	0
2006-03-23	10000.0	695500.0	0
2006-03-28	11855.0	871342.5	0
2006-03-30	15000.0	1119750.0	0
2006-04-03	1968.0	145199.04	0
2006-04-06	38602.0	2993971.12	0
2006-04-12	3966.0	306214.86	0
2006-05-05	6000.0	480000.0	0
2006-07-25	5000.0	159500.0	1
2007-04-05	135627000.0	2808835170.0	0
2007-05-16	33333.0	1166655.0	0
2007-05-17	16620.0	598320.0	0
2007-06-08	5676.0	197013.96	0
2007-07-23	20000.0	760000.0	0
2007-08-16	3000.0	94225.0	1
2007-08-20	610.0	19532.2	0
2007-10-10	78333.0	3133321.0	0
2007-10-11	25000.0	1025000.0	0
2007-10-12	56056.0	2291101.6	0
2007-11-07	4050.0	163660.5	0
2008-02-01	61037.0	2042320.0	0
2008-02-04	30546.0	1049560.56	0
2008-02-11	60000.0	1962671.16	0
2008-02-12	54522.0	1908270.0	0
2008-02-25	7535.0	280075.95	0
2008-02-26	45167.0	1682154.581	0
2008-02-27	2738.0	101990.5	0
2008-03-11	14000.0	526225.94	0
2008-04-02	42960.0	1718400.0	0
2008-04-24	200433.0	9354825.930000002	0
2008-04-29	20000.0	907000.0	0
2008-05-07	8000.0	375490.0	0
2008-05-08	11840.0	559832.0	0
2008-05-16	1522.0	74532.34	0
2008-06-04	5000.0	233300.0	0
2008-06-11	20371.0	1008527.468	0
2008-07-02	5000.0	271250.0	0
2008-08-18	638.5446	27846.930006	0
2009-02-17	2000.0	33200.0	1
2009-07-23	5000.0	114900.0	1
2009-10-01	9394.0	254295.58	0
2009-10-28	3000.0	88950.0	0
2009-11-12	1176.0	36620.64	0
2009-12-10	40000.0	1120000.0	0
2010-02-02	100.0	3100.0	0
2010-02-03	29498.0	914438.0	0
2010-05-17	2000.0	54920.0	0
2010-08-30	733.0	21315.64	0
2010-09-07	76663.0	2302189.89	0
2010-09-10	10000.0	308700.0	0
2010-09-15	10314.0	319639.16	0
2010-10-05	7000.0	238000.0	0
2010-10-11	60630.0	2122050.0	0
2010-11-11	37359.0	1344924.0	0
2010-12-02	22373.0	894920.0	0
2011-02-02	190.0	8641.199999999999	0
2011-02-22	20701.0	996992.09	0
2011-02-25	74840.0	3470946.85	0
2011-03-08	353768.0	16197551.81	0
2011-03-09	20000.0	918200.0	0
2011-03-10	35484.0	1562236.68	0
2011-03-17	2000.0	88000.0	0
2011-03-23	11000.0	511500.0	0
2011-03-28	50867.0	2416585.0	0
2011-03-31	65034.0	3251700.0	0
2011-04-08	12400.0	602416.0	0
2011-04-18	2000.0	94000.0	0
2011-04-25	3000.0	150630.0	0
2011-04-26	47000.0	2397000.0	0
2011-04-27	54387.0	2743294.0500000003	0
2011-05-09	10000.0	472000.0	0
2011-05-11	2540.0	121920.0	0
2011-05-19	2000.0	93680.0	0
2011-05-26	3000.0	150000.0	0
2011-06-09	10000.0	479600.0	0
2011-06-21	2000.0	94100.0	0
2011-06-28	2540.0	123190.0	0
2011-06-29	3000.0	150000.0	0
2011-07-11	9700.0	511772.0	0
2011-07-19	884.0	47700.64	0
2011-07-20	2000.0	111520.0	0
2011-07-27	3000.0	168090.0	0
2011-08-11	7500.0	326700.0	0
2011-08-31	2000.0	88460.0	0
2011-09-09	2574.0	105019.2	0
2011-11-25	2000.0	65180.00000000001	1
2011-12-15	300.0	9531.0	0
2012-02-03	30000.0	1105200.0	1
2012-02-15	6899.0	246018.34	0
2012-05-14	16800.0	526004.0	0
2012-05-16	5000.0	153250.0	0
2012-05-23	5000.0	151850.0	0
2012-05-30	5545.0	174501.15	0
2013-01-08	11300.0	410046.0	0
2013-01-22	13333.0	506654.0	0
2013-01-25	38835.0	1552133.0	0
2013-01-29	30000.0	1230000.0	0
2013-02-14	121560.0	5205520.0	0
2013-03-11	7706.0	321609.68	0
2013-03-14	9961.0	418082.0	0
2013-04-11	7000.0	287000.0	0
2013-05-01	23164.0	974207.84	0
2013-05-03	21306.0	916158.0	0
2013-05-14	32142.0	1415343.0	0
2013-05-16	30800.0	1367520.0	0
2013-05-17	20749.0	934474.8	0
2013-05-20	31200.0	1416480.0	0
2013-06-03	7000.0	294000.0	0
2013-07-15	7000.0	310800.0	0
2013-07-19	10906.0	496063.52	0
2013-07-22	65700.0	3038205.91	0
2013-08-13	5400.0	250398.0	0
2013-08-15	3000.0	139410.0	0
2013-08-19	82240.0	3865280.0	0
2013-08-20	10373.0	492717.5	0
2013-08-22	2147.0	102841.3	0
2013-08-23	72620.0	3486527.6	0
2013-08-26	67659.0	3315713.92	0
2013-09-04	24066.0	1188860.4	0
2013-09-05	98724.0	4935507.85	0
2013-09-12	1673.0	82964.07	0
2013-09-16	55400.0	2773094.0	0
2013-10-15	3000.0	152640.0	0
2013-10-16	76188.0	3961776.0	0
2013-11-04	22724.0	1227096.0	0
2013-11-06	10546.0	574229.7000000001	0
2013-11-11	4400.0	246400.0	0
2013-11-12	15000.0	815850.0	0
2013-11-13	22926.0	1258701.66	0
2013-11-15	3000.0	169200.0	0
2013-12-02	8633.0	449692.97	0
2013-12-04	6412.0	329192.08	0
2013-12-05	18967.0	959730.2	0
2013-12-06	14567.0	737672.88	0
2013-12-16	3000.0	149340.0	0
2014-01-15	3000.0	151320.0	0
2014-02-10	25000.0	1294976.0	0
2014-02-20	12882.0	712374.6	0
2014-02-21	21100.0	1170417.0	0
2014-02-25	55421.0	3073931.47	0
2014-02-28	38357.0	2173209.98	0
2014-03-03	31776.0	1794816.96	0
2014-03-12	35920.0	1930406.8	0
2014-03-17	3000.0	166440.0	0
2014-03-21	95890.0	5561620.0	0
2014-03-25	71000.0	4189000.0	0
2014-04-01	17787.0	1049077.26	0
2014-04-02	119681.0	7180276.62	0
2014-04-04	34279.0	2064056.43	0
2014-04-14	18700.0	1088637.0	0
2014-04-15	3000.0	178140.0	0
2014-04-17	53345.0	3255378.8	0
2014-04-21	54743.0	3392509.27	0
2014-04-23	15000.0	975000.0	0
2014-04-24	31601.0	2035104.4	0
2014-05-12	16688.0	1060378.48	0
2014-05-15	3000.0	191010.0	0
2014-05-19	40000.0	2521200.0	0
2014-05-22	145.0	9161.1	0
2014-05-23	6189.0	393372.84	0
2014-06-06	41350.0	2767096.5	0
2014-06-09	17067.0	1142123.64	0
2014-06-12	44867.0	3046012.0	0
2014-06-16	3000.0	202830.0	0
2014-06-20	138198.0	9627875.72	0
2014-06-30	42100.0	2988679.0	0
2014-07-15	3000.0	209910.0	0
2014-07-16	10000.0	715000.0	0
2014-07-21	42100.0	3030779.0	0
2014-07-22	42100.0	3072879.0	0
2014-08-14	3001.0	209559.83	0
2014-08-15	3000.0	203280.00000000003	0
2014-09-15	3000.0	196710.0	0
2014-10-15	3000.0	150210.0	0
2014-11-17	3000.0	154620.0	0
2015-03-20	6000.0	255000.0	0
2015-04-06	6000.0	270000.0	0
2015-04-15	6000.0	285000.0	0
2015-04-27	29026.0	1408922.04	0
2015-05-05	6000.0	300000.0	0
2015-08-20	3400.0	133620.0	1
2016-05-06	4394.0	175760.0	0
2016-05-11	25400.0	1007389.75	0
2016-05-20	10425.0	421899.75	0
2016-06-07	19776.0	889920.0	0
2016-10-10	28439.0	1336633.0	0
2016-10-19	95214.0	4761569.49	0
2016-11-21	23162.0	1163427.26	0
2016-11-30	42611.0	2249399.5	0
2016-12-05	11633.0	632602.54	0
2016-12-06	6478.0	344435.26	0
2016-12-12	69773.0	3858704.288	0
2017-01-05	3166.0	177897.53999999998	0
2017-01-10	8529.0	478050.45	0
2017-01-26	874.0	50727.834	0
2017-01-27	3392.0	196612.596	0
2017-02-10	5390.0	307816.9	1
2017-02-27	89300.0	4760047.199999999	0
2017-03-08	726.0	38209.380000000005	0
2017-04-05	725.0	36453.0	0
2017-05-15	8000.0	370608.0	1
2017-09-05	43000.0	1705534.8	0
2017-11-01	50000.0	2184750.0	0
2017-11-27	9100.0	376285.0	0
2017-12-04	29485.0	1297693.82	0
2017-12-27	1609.0	78824.91	0
2017-12-28	5000.0	244250.0	0
2018-01-02	2301.0	112337.121	0
2018-01-03	5953.0	297650.0	0
2018-01-05	4504.0	231956.0	0
2018-01-08	26457.0	1368657.375	0
2018-01-09	1601.0	83844.37	0
2018-01-22	112942.0	6208646.29	0
2018-01-23	1583.0	89835.25	0
2018-07-26	5800.0	235805.38	1
