Metric	Value
nonDilutedMarketCap	27534709345
numberOfAnalystOpinions	25
open	33.3
operatingCashflow	2822000128
operatingMargins	0.12569
overallRisk	3
payoutRatio	0.3757
pegRatio	0.86
phone	281 871 2699
postMarketChange	0.34000015
postMarketChangePercent	1.0062153
postMarketPrice	34.13
postMarketTime	1783468411
previousClose	33.0
priceEpsCurrentYear	14.216953
priceHint	2
priceToBook	2.617351
priceToSalesTrailing12Months	1.2733138
profitMargins	0.06947
quickRatio	1.3
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	1.81481
region	US
regularMarketChange	0.790001
regularMarketChangePercent	2.39394
regularMarketDayHigh	34.065
regularMarketDayLow	33.16
regularMarketDayRange	33.16 - 34.065
regularMarketOpen	33.3
regularMarketPreviousClose	33.0
regularMarketPrice	33.79
regularMarketTime	1783454402
regularMarketVolume	7283836
returnOnAssets	0.07375
returnOnEquity	0.14626999
revenueGrowth	-0.003
revenuePerShare	26.212
sector	Energy
sectorDisp	Energy
sectorKey	energy
shareHolderRightsRisk	2
sharesOutstanding	835397735
sharesPercentSharesOut	0.0397
sharesShort	33151918
sharesShortPreviousMonthDate	1778803200
sharesShortPriorMonth	31972263
shortName	Halliburton Company
shortPercentOfFloat	0.0538
shortRatio	2.81
sourceInterval	15
state	TX
symbol	HAL
targetHighPrice	55.0
targetLowPrice	28.0
targetMeanPrice	44.2
targetMedianPrice	45.0
totalCash	2003000064
totalCashPerShare	2.398
totalDebt	8080999936
totalRevenue	22168999936
tradeable	False
trailingAnnualDividendRate	0.68
trailingAnnualDividendYield	0.020606061
trailingEps	1.81
trailingPE	18.668509
trailingPegRatio	0.8632
triggerable	True
twoHundredDayAverage	32.79915
twoHundredDayAverageChange	0.99085236
twoHundredDayAverageChangePercent	0.030209698
typeDisp	Equity
volume	7283836
website	https://www.halliburton.com
zip	77032
