Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-31 08:00:00-04:00	-2.09		
2026-04-30 20:00:00-04:00	-3.88	-3.4	12.37
2026-02-13 07:00:00-05:00	-2.64	-2.11	20.18
2025-11-06 07:00:00-05:00	-2.18	-0.51	76.6
2025-08-01 07:00:00-04:00	-2.97	-2.13	28.28
2025-05-01 06:00:00-04:00	-3.18	-2.52	20.69
2025-02-14 06:00:00-05:00	-2.76	-2.91	-5.44
2024-11-07 06:00:00-05:00	-1.93	0.03	101.55
2024-08-01 06:00:00-04:00	-3.35	-3.33	0.65
2024-05-02 06:00:00-04:00	-3.57	-3.07	14.06
2024-02-22 06:00:00-05:00	-0.98	0.55	156.29
2023-11-02 06:00:00-04:00	-2.05	-9.53	-364.44
2023-08-03 06:00:00-04:00	-4.1	-3.62	11.66
2023-05-04 16:00:00-04:00	-1.73	0.19	111.0
2023-02-23 07:00:00-05:00	4.75	3.61	-23.99
2022-11-03 07:00:00-04:00	3.19	2.53	-20.57
2022-08-03 07:00:00-04:00	4.5	5.24	16.34
2022-05-04 06:00:00-04:00	5.63	8.58	52.44
2022-02-24 06:00:00-05:00	9.61	11.29	17.53
2021-11-04 07:00:00-04:00	9.11	7.7	-15.45
2021-08-05 06:00:00-04:00	5.59	6.46	15.52
2021-05-06 07:00:00-04:00	2.1	2.84	35.03
2021-02-25 07:00:00-05:00	-0.41	-0.69	-66.94
2020-10-29 07:00:00-04:00	-0.38	-0.59	-56.64
2020-08-05 07:00:00-04:00	-0.34	-0.31	8.82
