Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-07 09:00:00-04:00	1.49		
2026-02-05 02:00:00-05:00	1.29	1.14	-11.83
2025-10-30 03:00:00-04:00	1.74	1.86	7.08
2025-07-31 02:00:00-04:00	1.27	1.44	13.72
2025-05-02 02:00:00-04:00	1.61	1.84	14.38
2025-01-30 02:00:00-05:00	1.49	1.2	-19.65
2024-10-31 03:00:00-04:00	1.7	1.92	12.83
2024-08-01 02:00:00-04:00	1.78	1.98	11.15
2024-05-02 02:00:00-04:00	1.92	2.4	25.19
2024-02-01 02:00:00-05:00	1.86	2.22	19.11
2023-11-02 03:00:00-04:00	1.92	1.86	-3.12
2023-07-27 02:00:00-04:00	1.61	1.5	-6.91
2023-05-04 02:00:00-04:00	2.12	2.78	31.44
2023-02-02 02:00:00-05:00	2.31	2.6	12.34
2022-10-27 02:00:00-04:00	2.4	2.6	8.45
2022-07-28 02:00:00-04:00	3.0	3.08	2.84
2022-05-05 02:00:00-04:00	2.19	2.4	9.59
2022-02-03 02:00:00-05:00	1.34	1.66	23.45
2021-10-28 02:00:00-04:00	1.42	1.06	-25.33
2021-07-29 02:00:00-04:00	1.25	1.42	13.21
2021-04-29 02:00:00-04:00	0.76	0.84	10.53
2021-02-04 02:00:00-05:00	0.12	0.1	-15.86
2020-10-29 03:00:00-04:00		0.24	5792.31
2020-07-30 02:00:00-04:00	-0.26	0.16	162.66
2020-04-30 03:00:00-04:00	0.49	0.74	51.91
