Date	Shares	Amount	BuyFlag
2026-01-21	447.0	102363.0	0
2026-02-02	20000.0	5108831.068299999	0
2026-02-05	36926.0	9616465.9036	0
2026-02-06	6780.0	1833922.2	0
2026-02-17	10000.0	2791602.98	0
2026-02-23	130.0	36897.9	0
2026-02-24	308.0	86763.6	0
2026-02-26	214.0	61227.54	0
2026-03-02	6000.0	1630001.81	0
2026-03-04	19472.0	5244491.819999999	0
2026-03-06	8518.0	2174858.35	0
2026-04-21	363.0	136883.67	0
2026-05-01	20000.0	8236864.48	0
2026-05-04	4674.0	2071446.69	0
2026-05-11	10000.0	5006895.31	0
2026-05-21	106.0	48640.22	0
2026-05-22	308.0	150491.88	0
2026-05-27	214.0	115480.82	0
2026-05-28	750.0	396390.0	0
2026-06-01	2475.0	1376694.0	0
2026-06-05	432.0	235699.2	0
2026-06-09	4000.0	2062524.6899999997	0
2026-07-21	808.0	427941.04	0
2026-07-28	4000.0	1797356.89	0
2026-08-11	20000.0	8899329.27	0
2026-08-21	235.0	112158.45	0
2026-08-24	684.0	305180.28	0
2026-08-26	476.0	214571.28	0
2026-08-27	1007.0	481708.52	0
