Metric	Value
pegRatio	1.76
phone	914 249 2000
postMarketChange	-0.57592773
postMarketChangePercent	-0.099190146
postMarketPrice	580.0541
postMarketTime	1787356800
previousClose	573.85
priceEpsCurrentYear	29.151327
priceHint	2
priceToBook	90.780174
priceToSalesTrailing12Months	14.498122
profitMargins	0.46339
quickRatio	0.666
quoteSourceName	Delayed Quote
quoteType	EQUITY
recommendationKey	strong_buy
recommendationMean	1.375
region	US
regularMarketChange	6.78003
regularMarketChangePercent	1.1815
regularMarketDayHigh	582.275
regularMarketDayLow	573.0401
regularMarketDayRange	573.0401 - 582.275
regularMarketOpen	574.55
regularMarketPreviousClose	573.85
regularMarketPrice	580.63
regularMarketTime	1787342402
regularMarketVolume	2200234
returnOnAssets	0.24063
returnOnEquity	2.41202
revenueGrowth	0.141
revenuePerShare	39.265
sector	Financial Services
sectorDisp	Financial Services
sectorKey	financial-services
shareHolderRightsRisk	3
sharesOutstanding	869464115
sharesPercentSharesOut	0.010199999
sharesShort	8962947
sharesShortPreviousMonthDate	1782777600
sharesShortPriorMonth	7749084
shortName	Mastercard Incorporated
shortPercentOfFloat	0.010299999
shortRatio	2.78
sourceInterval	15
state	NY
symbol	MA
targetHighPrice	735.0
targetLowPrice	550.0
targetMeanPrice	667.2973
targetMedianPrice	668.0
totalCash	11608999936
totalCashPerShare	13.252
totalDebt	24643000320
totalRevenue	35083001856
tradeable	False
trailingAnnualDividendRate	3.37
trailingAnnualDividendYield	0.0058726147
trailingEps	18.17
trailingPE	31.955421
trailingPegRatio	1.7788
triggerable	True
twoHundredDayAverage	528.41943
twoHundredDayAverageChange	52.21057
twoHundredDayAverageChangePercent	0.09880517
typeDisp	Equity
volume	2200234
website	https://www.mastercard.com
zip	10577
