Date	Shares	Amount	BuyFlag
2026-02-03	76181.0	9430445.99	0
2026-02-17	1255.0	167178.55	0
2026-02-19	13125.0	1694478.74	0
2026-02-20	44082.0	5372634.0	0
2026-02-23	1200000.0	151026482.93	0
2026-02-24	3734.0	474271.77	0
2026-02-25	65537.0	8334405.83	0
2026-02-26	41186.0	5227494.15	0
2026-02-27	1701466.0	217366533.03	0
2026-03-02	334572.0	42853708.239999995	0
2026-03-03	682539.0	87476860.14	0
2026-03-04	67796.0	8677989.69	0
2026-03-16	1325.0	167327.62	0
2026-03-19	13125.0	1600718.44	0
2026-03-24	299237.0	36604973.96	0
2026-03-25	2979763.0	366404039.94	0
2026-03-26	19416.0	2391280.38	0
2026-04-15	1335.0	166381.05	0
2026-04-16	16025.0	2000225.79	0
2026-04-23	19416.0	2566987.42	0
2026-05-15	1250.0	167212.5	0
2026-05-21	16025.0	1987942.25	0
2026-05-22	1591500.0	190975799.41	0
2026-05-26	532340.0	63461675.14	0
2026-05-27	254178.0	30260907.61	0
2026-05-28	238065.0	28324748.73	0
2026-06-02	1771333.0	200723322.33	0
2026-06-10	11978.0	1435203.96	0
2026-06-15	1385.0	165964.55	0
2026-06-16	4424704.0	535788409.27	0
2026-06-18	2900.0	342752.16	0
