Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-10-29 08:00:00-04:00	2.13		
2026-07-30 06:00:00-04:00	4.55	4.68	2.81
2026-05-05 06:00:00-04:00	2.71	3.02	11.59
2026-02-12 06:00:00-05:00	1.53	1.62	6.0
2025-10-30 06:00:00-04:00	1.44	1.49	3.13
2025-07-30 06:00:00-04:00	1.06	1.47	39.17
2025-05-01 06:00:00-04:00	0.74	1.03	38.5
2025-02-12 17:00:00-05:00	0.57	0.63	10.72
2024-10-29 06:00:00-04:00	1.88	1.75	-6.67
2024-07-30 06:00:00-04:00	3.54	3.6	1.64
2024-05-09 06:00:00-04:00	3.65	3.97	8.68
2024-02-14 06:00:00-05:00	2.61	2.75	5.56
2023-11-09 07:00:00-05:00	1.52	1.91	25.72
2023-08-02 06:00:00-04:00	2.46	2.41	-2.13
2023-05-02 06:00:00-04:00	3.15	3.31	5.21
2023-02-16 06:00:00-05:00	4.23	4.24	0.16
2022-11-01 07:00:00-04:00	4.07	4.29	5.51
2022-07-28 06:00:00-04:00	2.92	3.13	7.22
2022-04-28 06:00:00-04:00	-0.58	-0.27	53.72
2022-02-14 06:00:00-05:00	-0.84	-0.79	5.66
2021-11-11 06:00:00-05:00	-1.28	-1.39	-8.88
2021-08-05 06:00:00-04:00	-0.97	-0.94	3.34
2021-05-07 06:00:00-04:00	-1.14	-1.05	7.8
2021-02-18 06:00:00-05:00	-1.1	-1.04	5.08
2020-11-05 06:00:00-05:00	-0.41	-0.37	9.62
