Metric	Value
longBusinessSummary	Merck & Co., Inc. operates as a healthcare company worldwide. It offers human health pharmaceutical for various areas under the Keytruda, Keytruda Qlex, Welireg, Gardasil, ProQuad, M-M-R II, Varivax, Vaxneuvance, Capvaxive, RotaTeq, Pneumovax 23, Bridion, Prevymis, Dificid, Zerbaxa, Winrevair, Adempas/ Verquvo, Ohtuvayre, Lagevrio, Isentress/Isentress HD, Delstrigo, Pifeltro, Belsomra, Januvia, and Janumet brands. The company also provides veterinary pharmaceuticals, vaccines and health management solutions and services, such as livestock products under the Nuflor, Bovilis/Vista, Bovilis Cryptium, Banamine, Estrumate, Matrix, Resflor, Zuprevo, Revalor, Safe-Guard, M+Pac, Porcilis, Circumvent, Nobilis/Innovax, Paracox and Coccivac, Exzolt, Slice, Imvixa, Clynav, Aquavac/Norvax, Aquaflor, Flexolt brands; Allflex Livestock Intelligence solutions; and companion animal products under the Bravecto One-Month, Bravecto Injectable/Quantum, Bravecto TriUNO, Bravecto Plus, Sentinel Spectrum, Sentinel Flavor Tabs, Numelvi, Optimmune, Nobivac NXT, GilvetMab, Otomax, Mometamax, Mometamax Ultra, Posatex, Caninsulin/Vetsulin, Panacur, Safeguard, Regumate, Prestige, Scalibor/Exspot, Sure Petcare, and Home Again brands. It has development and commercialization agreement for three of Daiichi Sankyo's deruxtecan ADC candidates; AstraZeneca PLC to co-development and co-commercialize AstraZeneca's Lynparza products for multiple cancer types; licensed to develop, manufacture and commercialize LM-299, a novel investigational PD-1/VEGF bispecific antibody from LaNova; and collaboration agreement with Eisai Co., Ltd., Bayer AG, and Ridgeback Biotherapeutics LP, as well Moderna, Inc. Merck & Co., Inc. was founded in 1891 and is headquartered in Rahway, New Jersey.
longName	Merck & Co., Inc.
market	us_market
marketCap	283892383744
marketState	REGULAR
maxAge	86400
messageBoardId	finmb_288502
mostRecentQuarter	1767139200
netIncomeToCommon	18254000128
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	285833239466
numberOfAnalystOpinions	27
open	115.34
operatingCashflow	16472000512
operatingMargins	0.32773998
overallRisk	3
payoutRatio	0.45049998
phone	908 740 4000
postMarketChange	-0.4900055
postMarketChangePercent	-0.4227465
postMarketPrice	115.42
postMarketTime	1773359950
previousClose	114.76
priceEpsCurrentYear	22.423254
priceHint	2
priceToBook	5.401496
priceToSalesTrailing12Months	4.366836
profitMargins	0.28078
quickRatio	0.963
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	1.89655
region	US
regularMarketChange	0.06499481
regularMarketChangePercent	0.05663542
regularMarketDayHigh	116.06
regularMarketDayLow	114.22
regularMarketDayRange	114.22 - 116.06
regularMarketOpen	115.34
regularMarketPreviousClose	114.76
regularMarketPrice	114.825
regularMarketTime	1773679581
regularMarketVolume	3389698
returnOnAssets	0.12042
returnOnEquity	0.36882
revenueGrowth	0.05
revenuePerShare	25.984
sector	Healthcare
sectorDisp	Healthcare
sectorKey	healthcare
shareHolderRightsRisk	2
sharesOutstanding	2472392003
sharesPercentSharesOut	0.0126
sharesShort	31115811
sharesShortPreviousMonthDate	1769731200
sharesShortPriorMonth	28729402
shortName	Merck & Company, Inc.
shortPercentOfFloat	0.0139999995
shortRatio	2.34
sourceInterval	15
state	NJ
symbol	MRK
syntheticPEG	-0.6084696113989637
targetHighPrice	150.0
targetLowPrice	100.0
targetMeanPrice	127.77778
targetMedianPrice	130.0
totalCash	14565000192
totalCashPerShare	5.891
totalDebt	50533998592
totalRevenue	65010999296
tradeable	False
trailingAnnualDividendRate	3.24
trailingAnnualDividendYield	0.028232833
trailingEps	7.28
trailingPE	15.772664
trailingPegRatio	3.5178
triggerable	True
twoHundredDayAverage	93.68
twoHundredDayAverageChange	21.144997
twoHundredDayAverageChangePercent	0.22571516
typeDisp	Equity
volume	3389698
website	https://www.merck.com
zip	07065
