Metric	Value
payoutRatio	0.2587
pegRatio	1.09
phone	(704) 386-5681
postMarketChange	0.059196472
postMarketChangePercent	0.09249449
postMarketPrice	64.0592
postMarketTime	1786492782
previousClose	63.86
priceEpsCurrentYear	13.688493
priceHint	2
priceToBook	1.6267602
priceToSalesTrailing12Months	3.928131
profitMargins	0.29524
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	1.54167
region	US
regularMarketChange	0.139999
regularMarketChangePercent	0.219229
regularMarketDayHigh	64.27
regularMarketDayLow	63.74
regularMarketDayRange	63.74 - 64.27
regularMarketOpen	63.98
regularMarketPreviousClose	63.86
regularMarketPrice	64.0
regularMarketTime	1786478403
regularMarketVolume	15114020
returnOnAssets	0.00969
returnOnEquity	0.111990005
revenueGrowth	0.168
revenuePerShare	15.588
sector	Financial Services
sectorDisp	Financial Services
sectorKey	financial-services
shareHolderRightsRisk	2
sharesOutstanding	6992748365
sharesPercentSharesOut	0.0
sharesShort	3122
sharesShortPreviousMonthDate	1782777600
sharesShortPriorMonth	5995
shortName	Bank of America Corporation
shortPercentOfFloat	0.0
shortRatio	0.0
sourceInterval	15
state	NC
symbol	BAC
targetHighPrice	75.0
targetLowPrice	62.0
targetMeanPrice	68.77273
targetMedianPrice	68.5
totalCash	868142022656
totalCashPerShare	124.149
totalDebt	788985020416
totalRevenue	113931001856
tradeable	False
trailingAnnualDividendRate	1.12
trailingAnnualDividendYield	0.017538365
trailingEps	4.33
trailingPE	14.780601
trailingPegRatio	1.0872
triggerable	True
twoHundredDayAverage	53.9854
twoHundredDayAverageChange	10.014599
twoHundredDayAverageChangePercent	0.18550569
typeDisp	Equity
volume	15114020
website	https://www.bankofamerica.com
zip	28255
