Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-15 08:00:00-04:00	1.0		
2026-01-14 06:00:00-05:00	0.96	0.98	2.23
2025-10-15 06:00:00-04:00	0.95	1.06	12.04
2025-07-16 06:00:00-04:00	0.86	0.89	3.61
2025-04-15 06:00:00-04:00	0.82	0.9	10.29
2025-01-16 06:00:00-05:00	0.77	0.82	6.7
2024-10-15 06:00:00-04:00	0.76	0.81	6.17
2024-07-16 06:00:00-04:00	0.8	0.83	3.93
2024-04-16 06:00:00-04:00	0.76	0.76	-0.51
2024-01-12 06:00:00-05:00	0.58	0.35	-39.17
2023-10-17 06:00:00-04:00	0.82	0.9	9.82
2023-07-18 06:00:00-04:00	0.83	0.88	5.62
2023-04-18 06:00:00-04:00	0.83	0.94	13.93
2023-01-13 06:00:00-05:00	0.77	0.85	10.52
2022-10-17 06:00:00-04:00	0.78	0.81	4.47
2022-07-18 06:00:00-04:00	0.75	0.73	-2.06
2022-04-18 06:00:00-04:00	0.75	0.8	6.45
2022-01-19 06:00:00-05:00	0.76	0.82	8.57
2021-10-14 06:00:00-04:00	0.71	0.85	19.78
2021-07-14 06:00:00-04:00	0.77	1.03	33.59
2021-04-15 12:00:00-04:00	0.66	0.86	30.98
2021-01-19 06:00:00-05:00	0.54	0.59	9.05
2020-10-14 06:00:00-04:00	0.5	0.51	2.53
2020-07-16 06:00:00-04:00	0.29	0.37	28.62
2020-04-15 07:00:00-04:00	0.54	0.4	-25.51
