Date	Sentiment_Daily	News_Volume
2025-07-07	0.0000	1
2025-07-16	0.0000	1
2025-07-17	0.4330	1
2025-08-04	-0.1250	1
2025-08-17	0.2330	1
2025-08-19	0.0680	1
2025-08-23	0.0000	1
2025-08-26	0.0000	1
2025-08-29	0.0000	1
2025-09-17	0.0000	1
2025-09-19	0.0000	1
2025-10-02	0.0000	1
2025-10-07	0.1165	2
2025-10-10	0.2000	2
2025-10-14	0.0535	4
2025-10-15	0.0000	4
2025-10-17	0.0000	1
2025-10-23	0.0000	1
2025-11-04	0.0000	1
2025-12-02	0.2500	2
2025-12-03	0.0000	1
2025-12-06	-0.2060	1
2025-12-07	-0.1000	1
2025-12-08	0.4380	1
2025-12-14	-0.0500	1
2025-12-16	0.2500	2
2025-12-17	0.0000	1
2025-12-22	-0.1250	2
2025-12-24	0.0000	1
2025-12-29	0.5000	1
2025-12-31	0.1953	3
2026-01-06	-0.0500	1
2026-01-07	1.0000	1
2026-01-09	-0.0220	1
2026-01-14	0.2333	3
2026-01-15	0.0310	2
2026-01-20	0.0000	1
2026-01-21	0.1650	5
2026-01-23	0.0000	1
2026-01-25	0.4000	1
2026-01-27	0.0000	2
2026-01-28	0.5000	1
2026-01-29	0.0000	2
2026-02-02	-0.1000	1
2026-02-04	0.0000	1
2026-02-05	0.0000	1
2026-02-06	0.4330	1
2026-02-09	0.0000	1
2026-02-12	-0.1500	2
2026-02-17	0.0833	9
2026-02-19	0.1590	5
2026-02-20	0.1500	2
2026-02-21	0.1600	3
2026-02-22	0.0000	1
2026-02-23	0.0060	5
2026-02-24	0.1600	1
2026-02-25	-0.0068	5
2026-02-26	0.0043	6
2026-02-28	0.0473	6
2026-03-01	0.0000	1
2026-03-02	0.0100	5
2026-03-03	0.0207	3
2026-03-04	0.0355	23
2026-03-05	0.0391	9
2026-03-06	-0.0400	5
2026-03-07	0.0000	3
2026-03-08	-0.0155	2
2026-03-09	0.0409	14
2026-03-10	0.0490	8
2026-03-11	0.0513	13
