Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-10 07:00:00-05:00	-0.11		
2026-08-13 07:00:00-04:00	-0.07	-0.16	-129.0
2026-05-14 07:00:00-04:00	-0.06	-0.05	14.0
2026-03-19 16:00:00-04:00	-0.05	-0.03	25.22
2025-11-13 16:00:00-05:00	-0.05	-0.08	-41.34
2025-08-07 16:00:00-04:00	-0.04	-0.11	-162.75
2025-05-13 16:00:00-04:00	-0.05	-0.2	-295.6
2025-03-25 16:00:00-04:00	-0.08	0.03	136.99
2024-11-15 06:00:00-05:00	-0.01	0.25	2562.0
2024-08-13 07:00:00-04:00	-0.18	0.29	261.11
2024-05-14 07:00:00-04:00	0.07	-2.7	-4253.85
2024-03-25 17:00:00-04:00	-0.67	0.3	144.44
2023-11-13 16:00:00-05:00	-0.66	1.29	293.98
2023-08-14 16:00:00-04:00	-0.63	1.52	341.27
2023-03-31 06:00:00-04:00	0.01	0.1	900.0
