Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-09-02 16:00:00-04:00	1.09		
2026-05-26 16:00:00-04:00	1.01	1.08	7.11
2026-02-26 16:00:00-05:00	0.9	1.01	12.56
2025-11-25 16:00:00-05:00	-0.11	-0.07	36.73
2025-09-02 16:00:00-04:00	0.8	0.89	11.03
2025-05-29 16:00:00-04:00	0.76	0.84	10.78
2025-03-05 16:00:00-05:00	0.69	0.78	12.73
2024-12-02 16:00:00-05:00	-0.25	-0.08	68.09
2024-09-03 16:00:00-04:00	0.69	0.88	26.96
2024-05-30 16:00:00-04:00	0.65	0.88	35.94
2024-02-29 16:00:00-05:00	0.58	0.76	31.05
2023-11-27 16:00:00-05:00	0.49	0.67	36.92
2023-09-05 16:00:00-04:00	0.49	0.64	30.11
2023-06-01 16:00:00-04:00	0.43	0.48	12.67
2023-03-02 16:00:00-05:00	0.29	0.37	26.12
2022-12-01 16:00:00-05:00	0.26	0.29	11.48
2022-09-08 16:00:00-04:00	0.21	0.25	21.54
2022-05-26 16:00:00-04:00	0.11	0.17	58.73
2022-02-24 16:00:00-05:00	0.11	0.13	16.32
2021-11-30 16:00:00-05:00	0.12	0.14	15.33
2021-09-09 16:00:00-04:00	0.09	0.14	52.21
2021-05-25 16:00:00-04:00	0.07	0.15	110.56
2021-02-25 16:00:00-05:00	0.08	0.1	28.77
2020-12-02 16:00:00-05:00	0.06	0.14	126.94
2020-09-09 16:00:00-04:00	0.03	0.05	85.74
