Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-28 16:00:00-04:00	3.93		
2026-04-29 17:00:00-04:00	0.42	0.3	-28.55
2026-03-05 17:00:00-05:00	0.65	-0.14	-121.66
2025-10-29 17:00:00-04:00	0.41	0.06	-85.51
2025-07-30 17:00:00-04:00	0.28	0.97	246.65
2025-04-30 17:00:00-04:00	1.3	1.3	0.11
2025-01-29 18:00:00-05:00	1.09	1.24	13.64
2024-11-06 17:00:00-05:00	0.56	1.21	114.65
2024-07-30 17:00:00-04:00	0.52	0.62	20.05
2024-04-24 17:00:00-04:00	0.32	0.65	100.06
2024-01-31 17:00:00-05:00	0.29	0.52	77.04
2023-10-25 17:00:00-04:00	-0.06	0.02	134.05
2023-07-26 17:00:00-04:00	0.54	0.6	10.87
2023-04-26 17:00:00-04:00	0.95	1.11	16.77
2023-02-02 17:00:00-05:00	0.44	0.73	64.24
2022-10-26 17:00:00-04:00	0.6	0.69	14.47
2022-07-27 17:00:00-04:00	1.73	1.16	-33.12
2022-04-27 17:00:00-04:00	2.01	2.16	7.64
2022-01-26 17:00:00-05:00	2.47	2.43	-1.71
2021-10-27 17:00:00-04:00	1.33	1.29	-3.08
2021-07-28 17:00:00-04:00	1.13	1.24	10.15
2021-04-28 17:00:00-04:00	0.97	1.07	9.83
2021-01-27 17:00:00-05:00	0.15	0.15	2.01
2020-10-28 17:00:00-04:00	-0.86	-1.03	-19.96
2020-07-29 17:00:00-04:00	-0.89	-0.84	5.68
