Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-06 17:00:00-04:00	1.01		
2026-02-18 17:00:00-05:00	0.89	1.11	24.45
2025-11-12 17:00:00-05:00	0.57	0.44	-22.81
2025-08-06 17:00:00-04:00	0.4	0.43	7.71
2025-05-07 17:00:00-04:00	0.21	0.42	98.78
2025-02-19 17:00:00-05:00	0.36	0.35	-2.23
2024-11-05 17:00:00-05:00	0.2	0.32	63.07
2024-08-06 20:00:00-04:00	0.15	0.11	-24.57
2024-05-08 17:00:00-04:00	-0.06	0.01	115.77
2024-02-21 21:00:00-05:00	0.08	-0.04	-152.77
2023-11-07 17:00:00-05:00	0.05	0.01	-81.42
2023-08-09 17:00:00-04:00	0.07	0.04	-46.0
2023-05-10 17:00:00-04:00	-0.01	0.1	1100.0
2023-02-22 17:00:00-05:00	0.05	-0.02	-137.75
2022-11-09 20:00:00-05:00	-0.06	-0.01	84.0
2022-08-10 18:00:00-04:00	0.14	-0.03	-121.43
2022-05-11 17:00:00-04:00	0.22	0.15	-31.15
2022-02-23 17:00:00-05:00	0.28	0.19	-32.88
2021-11-09 17:00:00-05:00	0.34	0.18	-47.66
2021-08-10 17:00:00-04:00	0.33	0.22	-34.0
2021-05-12 17:00:00-04:00	0.29	0.18	-38.88
2021-02-17 17:00:00-05:00	0.4	0.57	42.74
2020-11-04 18:00:00-05:00	0.36	0.34	-6.67
2020-08-05 17:00:00-04:00	0.02	0.28	1271.2
2020-05-06 18:00:00-04:00	0.13	-0.04	-131.81
