Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-19 16:00:00-04:00	0.24		
2026-02-05 16:00:00-05:00	0.24	0.79	228.48
2025-11-07 16:00:00-05:00	-0.06	0.09	250.0
2025-08-05 16:00:00-04:00	-0.01	0.17	1800.0
2025-05-20 16:00:00-04:00	0.04	-0.02	-147.06
2025-02-06 16:00:00-05:00	0.09	0.11	26.92
2024-11-06 16:00:00-05:00	-0.09	-0.23	-146.44
2024-08-07 16:00:00-04:00	0.06	0.3	400.0
2024-05-21 16:00:00-04:00	0.38	-0.24	-163.16
2024-02-06 16:00:00-05:00	0.44	0.24	-44.83
2023-11-08 16:00:00-05:00	1.08	1.19	10.7
2023-08-09 16:00:00-04:00	0.22	-0.83	-477.27
2023-05-17 16:00:00-04:00	4.79	0.17	-96.45
2023-02-07 16:00:00-05:00	0.37	-0.12	-131.73
2022-11-08 16:00:00-05:00	0.66	-0.18	-127.14
2022-08-08 16:00:00-04:00	-0.03	0.14	520.04
2022-05-25 16:00:00-04:00	0.36	0.06	-83.54
2022-02-03 08:00:00-05:00	0.22	0.33	49.35
2021-11-08 07:00:00-05:00	0.31	0.34	9.33
2021-08-05 08:00:00-04:00	0.32	0.46	43.75
2021-05-25 07:00:00-04:00	0.34	0.36	6.67
2021-02-04 07:00:00-05:00	0.19	0.39	105.26
2020-11-06 14:00:00-05:00	0.24	0.38	59.58
2020-08-06 16:00:00-04:00	-0.1	0.08	180.0
2020-05-26 16:00:00-04:00	0.26	0.32	24.67
