Date	Shares	Amount	BuyFlag
2026-06-03	131398.0	14783096.069999998	0
2026-06-08	250000.0	25459551.460000005	0
2026-06-09	307692.0	30425972.61	0
2026-06-10	76924.0	7452942.870000001	0
2026-06-11	63891.0	5964511.55	0
2026-06-15	255541.0	27418433.33000001	0
2026-06-16	366121.0	42711655.419999994	0
2026-06-17	76924.0	9114109.8	0
2026-06-22	250000.0	27818879.1	0
2026-06-23	307692.0	32865847.69	0
2026-06-24	76924.0	7793608.010000001	0
2026-06-29	250000.0	23581078.74000001	0
2026-06-30	56707.0	5426292.83	0
