Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-12 07:00:00-05:00	6.51		
2026-08-13 06:00:00-04:00	5.61	6.29	12.02
2026-05-12 05:00:00-04:00	3.64	5.12	40.75
2026-03-05 05:00:00-05:00	0.67	0.57	-14.55
2025-11-13 04:00:00-05:00	2.89	3.73	29.19
2025-08-14 05:00:00-04:00	3.56	4.97	39.78
2025-05-13 05:00:00-04:00	7.09	8.41	18.65
2025-03-06 04:00:00-05:00	6.07	7.42	22.24
2024-11-14 04:00:00-05:00	7.49	8.68	15.84
2024-08-15 06:00:00-04:00	6.19	9.36	51.33
2024-05-16 06:00:00-04:00	4.65	5.65	21.52
2024-03-06 05:00:00-05:00	4.53	5.3	16.97
2023-11-15 04:00:00-05:00	5.84	6.7	14.79
2023-08-16 06:00:00-04:00	4.92	5.39	9.58
2023-05-11 05:00:00-04:00	3.5	4.76	35.88
2023-03-09 05:00:00-05:00	3.49	4.81	37.71
2022-11-18 05:00:00-05:00	4.46	6.27	40.44
2022-08-23 06:00:00-04:00	2.76	4.06	46.96
2022-05-17 06:00:00-04:00	1.64	2.53	54.29
2022-03-10 04:00:00-05:00	1.68	2.21	31.7
2021-11-18 03:00:00-05:00	2.0	3.16	58.27
2021-08-23 06:00:00-04:00	2.23	2.9	29.83
2021-05-19 06:00:00-04:00	2.28	2.47	8.39
2021-03-11 05:00:00-05:00	1.19	1.49	25.09
2020-11-16 05:00:00-05:00	2.71	3.42	26.05
