Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-04 15:00:00-05:00	0.47		
2026-07-29 16:00:00-04:00	0.4	0.45	11.44
2026-05-05 20:00:00-04:00	0.58	0.6	3.57
2026-02-04 16:00:00-05:00	0.41	0.43	5.09
2025-11-05 16:00:00-05:00	0.33	0.39	17.7
2025-07-30 16:00:00-04:00	0.35	0.35	-0.31
2025-05-07 16:00:00-04:00	0.52	0.55	5.04
2025-02-05 16:00:00-05:00	0.34	0.39	14.0
2024-11-07 16:00:00-05:00	0.26	0.3	17.12
2024-07-31 16:00:00-04:00	0.35	0.4	15.43
2024-05-08 16:00:00-04:00	0.31	0.36	17.73
2024-02-07 16:00:00-05:00	0.25	0.29	16.35
2023-11-09 16:00:00-05:00	0.27	0.36	34.59
