Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-04 16:00:00-04:00	2.23		
2026-02-25 16:00:00-05:00	2.63	3.08	17.04
2025-11-03 16:00:00-05:00	2.84	3.48	22.64
2025-08-04 16:00:00-04:00	2.25	2.51	11.36
2025-05-05 16:00:00-04:00	1.45	1.63	12.61
2025-02-25 16:00:00-05:00	1.33	1.46	9.98
2024-11-06 16:00:00-05:00	1.68	1.98	17.93
2024-08-05 16:00:00-04:00	1.43	1.67	17.07
2024-05-06 16:00:00-04:00	0.82	1.0	21.52
2024-02-26 16:00:00-05:00	1.0	1.3	30.0
2023-11-06 16:00:00-05:00	1.25	1.26	1.45
2023-08-07 16:00:00-04:00	0.93	1.27	37.58
2023-05-01 16:00:00-04:00	0.56	0.64	14.11
2023-02-27 16:00:00-05:00	0.68	1.04	53.35
2022-10-31 16:00:00-04:00	0.88	0.97	11.0
2022-08-01 16:00:00-04:00	0.74	0.86	16.22
2022-05-03 09:00:00-04:00	0.42	0.71	70.11
2022-02-28 16:00:00-05:00	0.37	0.47	27.03
2021-11-02 16:00:00-04:00	0.58	0.7	20.41
2021-08-02 16:00:00-04:00	0.52	0.66	26.92
2021-05-03 16:00:00-04:00	0.21	0.37	76.19
2021-03-02 16:00:00-05:00	0.24	0.2	-14.89
2020-11-02 16:00:00-05:00	0.45	0.55	22.22
2020-08-03 16:00:00-04:00	0.32	0.65	106.35
2020-05-04 16:00:00-04:00	0.22	0.12	-45.45
