Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-19 07:00:00-05:00	-0.16		
2026-08-18 06:00:00-04:00	-0.38	-0.49	-30.74
2026-05-26 04:00:00-04:00	-0.17	-8.16	-4747.33
2026-03-16 04:00:00-04:00	0.18	1.05	470.67
2025-11-20 06:00:00-05:00	0.09	-1.13	-1324.31
2025-08-21 04:00:00-04:00	0.11	-0.04	-135.75
2025-05-28 05:00:00-04:00	0.09	-0.14	-255.01
2025-03-12 05:00:00-04:00	0.35	-0.04	-110.62
2024-11-20 16:00:00-05:00	0.23	1.12	377.47
2024-08-27 16:00:00-04:00	-0.05	0.18	464.94
2024-05-29 16:00:00-04:00	0.09	-0.28	-410.89
2024-03-27 16:00:00-04:00	-0.02	-1.78	-7177.08
2023-11-15 16:00:00-05:00	-0.14	-0.2	-45.43
2023-08-23 16:00:00-04:00	-0.28	-1.51	-447.05
2023-05-24 16:00:00-04:00	-0.48	0.5	203.87
2023-03-21 16:00:00-04:00	0.48	-0.49	-201.35
2022-11-22 16:00:00-05:00	-0.58	-2.88	-397.03
2022-08-30 16:00:00-04:00	-0.04	0.07	291.86
2022-05-24 16:00:00-04:00	-0.13	0.58	559.84
2022-03-30 16:00:00-04:00	-0.93	0.86	192.8
2021-11-18 16:00:00-05:00	-0.25	0.02	108.19
2021-08-24 17:00:00-04:00	-0.28	0.07	126.36
2021-05-25 17:00:00-04:00	-0.37	-0.29	20.53
2021-03-23 17:00:00-04:00	-0.81	0.88	209.65
2020-11-24 16:00:00-05:00	-0.17	0.47	382.33
