Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-28 09:00:00-04:00	0.66		
2026-02-10 02:00:00-05:00	0.59	-1.33	-325.42
2025-11-04 02:00:00-05:00	0.77	0.85	9.88
2025-08-05 02:00:00-04:00	0.66	0.9	36.11
2025-04-29 02:00:00-04:00	0.61	0.26	-57.61
2025-02-11 02:00:00-05:00	0.45	0.44	-3.03
2024-10-29 06:00:00-04:00	0.76	0.07	-90.83
2024-07-30 02:00:00-04:00	0.91	1.0	10.41
2024-05-07 02:00:00-04:00	0.97	0.97	0.44
2024-02-06 02:00:00-05:00	1.0	1.07	7.48
2023-10-31 03:00:00-04:00	1.34	1.15	-14.46
2023-08-01 02:00:00-04:00	1.16	0.89	-23.18
2023-05-02 02:00:00-04:00	1.42	1.66	17.11
2023-02-07 02:00:00-05:00	1.65	1.59	-3.51
2022-11-01 03:00:00-04:00	1.96	2.59	32.01
2022-08-02 02:00:00-04:00	2.13	2.61	22.73
2022-05-03 02:00:00-04:00	1.39	1.92	38.02
2022-02-08 02:00:00-05:00	1.14	1.23	7.54
2021-11-02 03:00:00-04:00	0.87	0.99	13.53
2021-08-03 02:00:00-04:00	0.6	0.83	38.05
2021-04-27 02:00:00-04:00	0.43	0.78	80.56
2021-02-02 02:00:00-05:00	0.07	0.03	-54.72
2020-10-27 03:00:00-04:00	-0.05	0.03	157.45
2020-08-04 02:00:00-04:00	-0.57	-1.98	-245.1
2020-04-28 02:00:00-04:00	0.25	0.24	-3.03
