Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-27 17:00:00-04:00	0.32		
2026-02-25 16:00:00-05:00	0.27	0.32	17.78
2025-12-03 16:00:00-05:00	0.31	0.35	12.49
2025-08-27 16:00:00-04:00	0.27	0.35	31.35
2025-05-21 16:00:00-04:00	-1.0	-1.29	-29.11
2025-02-26 16:00:00-05:00	0.18	0.3	67.26
2024-11-20 16:00:00-05:00	0.15	0.2	31.67
2024-08-21 16:00:00-04:00	0.16	0.18	13.46
2024-05-22 16:00:00-04:00	0.18	0.14	-21.09
2024-02-28 16:00:00-05:00	0.18	0.35	98.02
2023-11-29 16:00:00-05:00	0.16	0.25	54.15
2023-08-23 16:00:00-04:00	0.1	0.22	116.83
2023-05-24 16:00:00-04:00	0.05	0.15	197.44
2023-03-01 16:00:00-05:00	0.05	0.14	174.03
2022-11-30 16:00:00-05:00	0.05	0.11	141.86
2022-08-24 16:00:00-04:00	-0.01	0.01	168.06
2022-05-25 16:00:00-04:00		-0.01	-71.25
2022-03-02 16:00:00-05:00	0.03	0.12	310.62
2021-12-01 16:00:00-05:00	-0.06	0.04	163.36
2021-08-25 16:00:00-04:00	-0.15	-0.04	73.98
2021-05-26 16:00:00-04:00	-0.16	-0.11	28.42
2021-03-03 16:00:00-05:00	-0.17	-0.16	9.45
2020-12-03 08:00:00-05:00	-0.26	-1.01	-287.26
