Date	Shares	Amount	BuyFlag
2025-12-23	1072.0	239731.36	0
2025-12-31	11801.0	2601353.435	0
2026-01-02	60741.0	13420993.461999996	0
2026-01-20	200000.0	41353983.642	0
2026-02-02	10000.0	1970900.0	0
2026-02-06	50741.0	8383608.01	0
2026-02-18	100000.0	17690822.750000004	0
2026-03-02	10000.0	1650100.0	0
2026-03-06	50741.0	8889349.790000001	0
2026-03-10	6775.0	1236031.0	0
2026-03-17	12779.0	2240669.86	0
2026-03-18	88701.0	15605369.830000002	0
2026-03-19	11299.0	1980172.35	0
2026-03-23	5636.0	966650.44	0
2026-04-01	3876.0	592252.8	0
2026-04-06	50741.0	7520069.920000001	0
2026-05-01	50741.0	7184690.509999999	0
