Date	Shares	Amount	BuyFlag
2003-11-26	58000.0	702417.4	0
2004-03-05	20000.0	270600.0	0
2004-03-08	100000.0	1338187.0	0
2004-03-16	13375.0	173206.25	0
2004-03-19	215900.0	2765679.0	0
2004-03-22	85000.0	1088850.0	0
2004-03-25	249100.0	3024074.0	0
2004-03-26	300000.0	3645000.0	0
2004-03-29	200000.0	2448000.0	0
2004-03-30	535100.0	6715942.0	0
2004-04-02	120000.0	1552800.0	0
2004-04-05	80000.0	1032800.0	0
2004-05-17	15800.0	206190.0	1
2004-06-02	15000.0	216750.0	1
2004-06-03	120000.0	1699200.0	1
2004-07-27	70000.0	957600.0	1
2004-07-28	1013400.0	14461218.0	1
2004-07-29	237800.0	3429076.0	1
2004-07-30	800000.0	11432000.0	1
2004-08-02	178800.0	2528232.0	1
2004-08-09	150000.0	1960500.0	1
2004-08-10	45000.0	589950.0	1
2004-08-11	105000.0	1387050.0	1
2005-01-19	26666.0	457174.6	0
2005-01-20	26666.0	456416.9	0
2005-01-21	26667.0	455091.33	0
2005-05-09	11800.0	200133.0	0
2005-05-10	38200.0	634105.0	0
2005-05-31	1130.0	20034.9	1
2005-11-09	35217.0	994879.1	0
2005-11-10	15000.0	420450.0	0
2005-11-15	8000.0	216208.0	0
2005-11-16	7000.0	186914.0	0
2005-11-30	729500.0	20088086.0	0
2005-12-01	470500.0	12999542.0	0
2005-12-02	300000.0	8252070.0	0
2006-03-09	46568.0	1414485.96	0
2006-05-10	60155.0	2079106.79	0
2006-05-11	30000.0	1029400.0	0
2006-05-12	18100.0	611792.01	0
2006-05-15	72900.0	2423121.39	0
2006-05-18	50000.0	1653068.0	0
2006-08-14	40000.0	1298135.0	0
2006-08-15	42335.0	1412718.95	0
2006-09-12	40000.0	1395819.0	0
2006-09-14	3500.0	124627.0	0
2006-09-15	5400.0	191970.0	0
2006-09-19	39486.0	1369725.9053999998	0
2006-10-10	40000.0	1336484.0	0
2006-10-17	58179.0	1967602.1442	0
2006-11-07	40000.0	1350520.0	0
2006-11-10	6375.0	208567.75	0
2006-11-17	22948.0	788973.6800000002	0
2006-11-29	96252.0	3357204.8	0
2006-12-05	58045.0	1968789.2	0
2007-01-09	40000.0	1311383.25	0
2007-01-19	51100.0	1875364.89	0
2007-02-06	40000.0	1376872.0	0
2007-02-26	417460.0	14555139.52	1
2007-02-27	16585.0	555892.25	1
2007-03-06	45000.0	1406000.48	0
2007-03-06	100000.0	3141673.1100000003	1
2007-03-12	6500.0	209755.00000000003	0
2007-05-10	6000.0	208020.0	0
2007-06-06	20000.0	741400.0	0
2007-06-28	8410000.0	301330300.0	1
2007-07-05	60841234.0	2147695560.2000003	0
2007-07-12	20000.0	752387.0	0
2007-08-17	25000.0	907796.0	0
2007-09-27	8000.0	320000.0	0
2007-10-05	2800000.0	112840000.0	0
2007-11-05	119600.0	4829156.109999999	0
2007-11-06	2100.0	85486.0	0
2007-11-07	11000.0	440419.0	0
2008-01-10	12500.0	475250.00000000006	0
2008-04-28	45900.0	1806699.0	0
2008-04-29	48400.0	1879441.0	0
2008-04-30	124800.0	4873083.1	0
2008-05-01	65200.0	2553337.4399999995	0
2008-05-02	22564.0	900017.0	0
2008-05-06	24100.0	947104.03	0
2008-05-07	124236.0	5087464.2	0
2008-05-15	32500.0	1361896.25	0
2008-05-29	50000.0	2085283.02	0
2008-06-16	142000.0	5977133.669999999	0
2008-06-17	145407.0	6178373.041100001	0
2008-07-28	1250.0	46256.100000000006	0
2008-08-29	5000.0	185929.0	0
2008-11-13	2500000.0	33260063.552	1
2008-11-14	2000000.0	27358745.5	1
2009-02-09	200000.0	4007488.0	0
2009-03-11	14524.0	283218.0	0
2009-04-02	125000.0	2750000.0	0
2009-04-03	170859.0	4100616.0	0
2009-04-09	24573.0	614325.0	0
2009-05-05	30000.0	701400.0	0
2009-05-15	90000.0	1971900.0	0
2009-05-18	10000.0	231000.0	0
2009-05-28	11897.0	280769.2	0
2009-05-29	2500.0	60932.5	0
2009-06-26	20000.0	497600.0	0
2009-07-20	94832.0	2441461.6	0
2009-07-30	200000.0	5800000.0	0
2009-08-24	5000.0	144500.0	0
2009-08-27	3395.0	94698.62	0
2009-09-11	75226.0	2221799.91	0
2009-10-20	362.0	12670.0	0
2009-11-04	7000.0	227640.00000000003	0
2009-11-09	141912.0	4966920.0	0
2009-11-10	168738.0	5896124.868000001	0
2009-11-11	42870.0	1536740.562	0
2009-11-12	85227.0	3110565.31	0
2009-11-13	14773.0	537958.795	0
2009-11-17	125000.0	4672062.5	0
2009-11-18	7891.0	295833.59	0
2009-11-19	75000.0	2754802.5	0
2009-11-23	298636.0	11297260.1276	0
2009-11-24	17600.0	652975.8400000001	0
2009-11-25	622582.0	23101091.8846	0
2009-12-01	314134.0	11665648.8106	0
2009-12-02	486728.0	18216428.1464	0
2009-12-03	236386.0	8806229.489599999	0
2009-12-04	11286.0	422325.5058	0
2009-12-09	57300.0	1999770.0	0
2009-12-14	538499.0	19769849.2532	0
2009-12-15	424049.0	15658889.325	0
2009-12-16	882986.0	32601344.1962	0
2009-12-17	75000.0	2761500.0	0
2009-12-18	299886.0	11399719.4	0
2009-12-21	216243.0	8334867.9	0
2009-12-22	322469.0	12567393.92	0
2009-12-30	11150.0	441317.0	0
2009-12-31	11150.0	438306.5	0
2010-01-05	4821.0	194045.25	0
2010-01-20	5000.0	195000.0	0
2010-02-01	99579.0	3690392.985	0
2010-04-01	82200.0	3167988.0	0
2010-04-05	510000.0	19686000.0	0
2010-05-20	5000.0	175250.0	0
2010-06-17	300000.0	11781000.000000002	0
2010-06-18	900000.0	35343000.0	0
2010-06-21	1850400.0	72961500.0	0
2010-06-22	144300.0	5633472.0	0
2010-06-23	251200.0	9849552.0	0
2010-06-24	72400.0	2819980.0	0
2010-06-28	819307.0	32034903.700000003	0
2010-07-26	297452.0	11689863.6	0
2010-07-27	186500.0	7273500.0	0
2010-07-28	256822.0	10080263.5	0
2010-07-30	1008200.0	39844064.0	0
2010-08-02	149600.0	6000052.08	0
2010-08-03	7677.0	314757.0	0
2010-08-04	1142323.0	46836751.6238	0
2010-08-05	501600.0	20615760.0	0
2010-08-06	55278.0	2282937.1776	0
2010-08-09	600000.0	24252000.0	0
