Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-03-11 09:00:00-04:00	-1.0
2025-11-20 11:00:00-05:00	1.06	1.03	-2.98
2025-08-20 07:00:00-04:00	1.3	0.19	-85.38
2025-05-19 07:00:00-04:00	1.92	2.45	27.6
2025-03-12 07:00:00-04:00	3.49	4.66	33.49
2024-11-20 07:00:00-05:00	7.21	9.34	29.65
2024-08-19 07:00:00-04:00	1.8	3.08	71.11
2024-05-21 07:00:00-04:00	1.93	0.75	-61.06
2024-03-13 07:00:00-04:00	-1.19	-1.19	-0.14
2023-11-15 07:00:00-05:00	-1.73	-2.26	-31.21
2023-08-16 07:00:00-04:00	-0.9	-1.65	-83.81
2023-05-22 07:00:00-04:00	-0.22	-0.5	-130.58
2023-03-13 07:00:00-04:00	3.05	3.44	12.7
2022-11-16 07:00:00-05:00	9.47	9.66	2.0
2022-08-17 07:00:00-04:00	13.25	11.07	-16.45
2022-05-18 07:00:00-04:00	13.13	14.19	8.1
2022-03-09 07:00:00-05:00	13.2	14.16	7.26
2021-11-17 07:00:00-05:00	9.33	12.16	30.37
2021-08-18 07:00:00-04:00	5.82	7.39	27.03
2021-05-19 07:00:00-04:00	4.44	5.17	16.48
2021-03-22 06:00:00-04:00	3.72	3.47	-6.49
