Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-21 08:00:00-04:00	5.74		
2026-02-19 06:00:00-05:00	2.1	2.42	15.42
2025-11-26 06:00:00-05:00	3.83	3.93	2.5
2025-08-14 06:00:00-04:00	4.63	4.75	2.61
2025-05-15 06:00:00-04:00	5.64	6.64	17.76
2025-02-13 06:00:00-05:00	3.26	3.19	-2.12
2024-11-21 06:00:00-05:00	3.93	4.55	15.76
2024-08-15 06:00:00-04:00	5.64	6.29	11.47
2024-05-16 06:00:00-04:00	7.92	8.53	7.75
2024-02-15 06:00:00-05:00	5.21	6.23	19.48
2023-11-22 06:00:00-05:00	7.41	8.26	11.48
2023-08-18 06:00:00-04:00	8.18	10.2	24.66
2023-05-19 06:00:00-04:00	8.64	9.65	11.68
2023-02-17 06:00:00-05:00	5.45	6.55	20.14
2022-11-23 06:00:00-05:00	7.1	7.44	4.76
2022-08-19 06:00:00-04:00	6.68	6.16	-7.74
2022-05-20 06:00:00-04:00	6.69	6.1	-8.95
2022-02-18 06:00:00-05:00	2.26	2.92	29.19
2021-11-24 06:00:00-05:00	3.89	4.12	5.83
2021-08-20 06:00:00-04:00	4.58	5.32	16.23
2021-05-21 06:00:00-04:00	4.52	5.68	25.7
2021-02-19 06:00:00-05:00	2.17	3.87	78.08
2020-11-25 06:00:00-05:00	1.45	2.39	64.97
2020-08-21 06:00:00-04:00	1.25	2.57	105.23
2020-05-22 06:00:00-04:00	1.62	2.11	30.47
