Date	Source	Sentiment	Headline	Summary	URL
2026-03-17	Google	0.1	BSX Investor Alert: BOSTON SCIENTIFIC CORPORATION Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Claims Executives Misrepresented U.S. Electrophysiology Volumes: Levi & Korsinsky - Business Wire		https://news.google.com/rss/articles/CBMiiANBVV95cUxOTFU1bWY5dDRneU16ZXljRXlnNFh3UWNCcDViQTlVRlRvcU1Db0hTNGNxekRrcG53YWRLazRkSExJV1JQN1haX1hjSHVuMWlqd21yRVpxN0NXV0FVMkt0NkpsT2Z1QjVNNDc3YmNlWWJ4Tl8yZ0pVSUxrdVl3MDZGSGNXd04xWXVudEZuazFzbjVzZjg0U2hfd3J2MmdPcTRIaEdCSUt0bnVHU3E5eWgwajVPVHloOGlMbl9kbktzTktQNjJ2WksxVXFFV29WS1Y2Y3B4X1pUczRnUG5KTmNpcDJNbHJnZkprZk43aEt3WXJNMV9tV0p1Q2JjdXBpa1pUdlNOVVZlVk1veW9RY2dNckc0V3VPUjNXOGFxTWotcXZHVnktNDRWUl8zQVBGVG45N1BveXp1Zk9SZnNTSWxxM3dxZEh5aDlQTlpic0lWMDJiUnZZWHlDb24wN1I1N2htRDZfejNuRDJnR0NfWDBld1pBLXV5ME04c2hDR1hDSzBZWWlkNXF1SQ?oc=5
2026-03-17	Google	0.0	BSX Investors Have Opportunity to Lead Boston Scientific Corporation Securities Fraud Lawsuit - Morningstar		https://news.google.com/rss/articles/CBMi6gFBVV95cUxQMjhIdHk3SHZVQVdjYVYwMWdqLUplcG94SndHT0lNSXZFQVVUQTZyendNam0yWkFwTGRtN1FXOEVQN0ViSDZlMGxGS1YtMW5wcC04SGh3blVaY3RnNXktZ1ZNdHkwQm1ZZkJCeFNCY095WjN3eEpYT3RtejBNcFNqS3lyaHRtZU1kV3Izdl9JNVFEWkxjUm9zS1hPMTlpQjFlbTdoc1Fmd1cwRFMxYzFVc1BXTW45TTFFdlpVdzAyeVg5Q3dJWjRQM1lnZlB1ZmVCdUFDZEdjY1k3V29OUGdTSDNKb3lpSkYyb3c?oc=5
2026-03-17	Google	0.0	BSX Shareholder Alert: May 4, 2026 Lead Plaintiff Deadline in Bo - GuruFocus		https://news.google.com/rss/articles/CBMiiwJBVV95cUxQVHZlTC1WX1pzVWtvY1ViQndzMW9EM0NUbnpfNEpHSzM5Z3laYzZ0NlFSalJlU3JPV0c4Xy1CcTZaMmU0TkxzMFZPNkZRUHRMdUpOQXkyQWIyS09IWFdsU01SbXNnQ0NkR2Y0RWJSNXl3Vm5mTkJ5QTk2QTBEdG9OdzFBUXFUSXVpTVpKN3VVUkJRUklmdng4Q1J1bXRkNUNEdU9SN2g5UkNNMzVwc2pWUExic2tmZUNJckRWZ014d09tN0kza1pWMmtqV3lMai1CT3F4Yk1ZUEFsQTh3QnZFbVJFbUlEX09lSHdKVU16dWpLMnRXM1A4clg0ZEdzVEM4VkUwM3hjNXkxU2M?oc=5
2026-03-17	Google	0.0	Belo Sun Mining (TSE:BSX) PT Set at C$5.50 by Paradigm Capital - MarketBeat		https://news.google.com/rss/articles/CBMisAFBVV95cUxNbTNLTC12cmdtMjVaOW9Ec2l1czc3Q3ZVamZBMzVUVnBySDNOUm9WWG9USnk1MHJiclRsYVJtbThaSXNWcmY0bGhkUzMtSW80bE1lYnFCN3lLLWpsQVRTc2xRR1RHcWMwdU5QWWVUYUVlTHNubjFJd1FxaF9OR0pOTmxXMTladi0tOFVnbXR6cFNra3lORF9MZjFFQjE1aE1HVWZZTERwQUZjYkNCT0thZw?oc=5
2026-03-17	Google	0.0	Boston Scientific (BSX): UBS Lowers Price Target to $105 | BSX S - GuruFocus		https://news.google.com/rss/articles/CBMiqgFBVV95cUxONmdPeGtsbTUtakowNDZJODlIc2c3SmZLTC1mZ3hhcFZlSjF4bzRSa0d6eTVYTU1mRGZlTlo5MGxqSkFpSEQ2ZHdhOVNiNUQ0ZHRzVVVIX0YtWjB5MzYzcnBvZF9OLXBBd3ViRlh4Qm1xVnV5Yy01ZDBVWkxKc3EtSkpnRm90YW1NNnFSd0w1MHNXZDZiZExVNjctX2Y1QUk4UEQ4UWVPZlQ3Zw?oc=5
2026-03-17	Google	0.0	Boston Scientific Corporation $BSX Shares Purchased by Focus Partners Wealth - MarketBeat		https://news.google.com/rss/articles/CBMi0gFBVV95cUxPQU1WbWxjWWczTlYzVENTdy0yTUthelVqMENta244VGNYUmlSQ0huc0tMWHFrdFUzSDdNREFzUjZyb2dPNVBOTG9CeEMzSTR1d0VnY0VCYkpvY1VCd18xWGlhdDh3VDZwcTM0dkFMazdTMUtSejF4eHlUSUxnUjc5c05kXzd5QnFXNjdPalBqSmVCbzcweTg4VDdILUpGcFpMYnJTSFhCRlY2NGxCU2ZCVTF2by00NzNKS2JDVGt2dlE4ZDEtOVJOYnNYUnlKbko4cmc?oc=5
2026-03-17	Google	0.0	Boston Scientific Corporation (BSX) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit - PR Newswire		https://news.google.com/rss/articles/CBMi-wFBVV95cUxPa1lxbEp2VGZRajBtdEROOUN6LTByeUx2MGljdi1BeHlqQmE2d2RKbTNpTEJOLVlKZjE2TkpXUjZiNFpYTVJUMUFDRldjcHNnMnBxVFA5UWNPWl9JYWllZU9JVVU1WUxmWGNDZWFGcXdFNGZsQnVGSVVPOXVlVF9FNjF4OTVPN1ZQalRhMExHZG92U2FLb0xYOThWTHVtMkdlYXZ5Qi1CNmI3Qm5qYkFYNzJPVGNxckVrQ1VRZ3EwaGpSbjA2ZnRRdkZ4R2M0Rmt6STdoSE1LcmZvYlV2Y21HLWFJdE9ueThSbm1ucER3MW5OZ0h5SWxFdlJfVQ?oc=5
2026-03-17	Google	0.0	Installation license reinstated Mar 2026: BSX.TO stock eyes earnings catalyst - Meyka		https://news.google.com/rss/articles/CBMipwFBVV95cUxOWDlRSlV3aXctelUwYnVMNURQTTZmWFhEZW5RbUZWcjlkOFdBZEo2R05mU1lSZ1ZFX2JhSkloZklDRlYyMjRmMTUwTnVhcnhTNjR3cjVMcUFHY2RlbXJrOW9CRjRLS2tKc1RtdlVlbFFxd2VwR3ZTYWh0UE00eFZGREtjNkt5a3BKWlEyNGtCbjl4X1dkZUl6RVRUY2NCelRPV0NSWUpkSQ?oc=5
2026-03-17	Google	0.0	Jain Global LLC Decreases Stock Holdings in Boston Scientific Corporation $BSX - MarketBeat		https://news.google.com/rss/articles/CBMi1AFBVV95cUxQZ1ZZdkYtdWt3ZUhmeVB3cGx6Z3lreU9aclBHVVhULUZyckFhS3lZUDNsX0hEZmptSEc4RzR6b0tuM3h5MTdFcnNpY3c3TUFLSWJsNXBfMUFUdlA1aDI4SzFscXN1c19GbGdJcGJqdWgtb0U4UGUtS2pyQXRYUmd6NEExcGdaazVWNEllRTcwOW9VYnA3M2J5S0VTQjhXUFIzT2FxRWI1U2w4U0xmZ3Zjd2c3bUxMOFdiUUt0c0VBQllRZFhKTVJDdmxwV1hILWJZekV0LQ?oc=5
2026-03-17	Google	-0.033	BSX Shareholder Alert: May 4, 2026 Lead Plaintiff Deadline in Boston Scientific Corporation Securities Class Action Lawsuit -- The Gross Law Firm - PR Newswire		https://news.google.com/rss/articles/CBMiowJBVV95cUxPS0VIR2gzMHdaR2VBRWJmcEpfbmdRY0RDWm1kWTJTYXJJRHM3VURwaHI1QURhYy1iRWhoNE9kQ2IyZ3hJd3RCTlQ4YkJQdFpfOW5faHUtNGdlaTVFbnc1TXhiZGFpeDNCTFMwekRCWlJ3ZUR3bjRCQ3dBcUJkQllLQTR2ZGdaOGxOTl9fVFg5WHd6bjRueWhqMFFhaXJXVGstSmo3elhxQUEyZUZQX0lZQWNfT0pTejJHa0xDRXpkbC1KMW1PNnNGbmo0NWFZMHpLNjVrN21zZ01TQVNVYnBjeG5yWVlLNkppdXN3TF9mMllIdzZfWENaNnNkY0JCRXBybTZWU1JnbWVhNjctWEtxRmdRRWZhQy1sNE4yd1Z0TFNHTk0?oc=5
2026-03-17	Google	-0.2	BSX Investors Have Opportunity to Join Boston Scientific Corporation Fraud Investigation with the Schall Law Firm - Business Wire		https://news.google.com/rss/articles/CBMi1gNBVV95cUxQekp1VnNUbmtyQ3BjTGlpVktsNFU5dlI4SFQyMVk0YWFDaGVOaEt1UkVJZkRldnNkb29tMzluaXlDbHk5anVpTkdJVnU5Sjg0VDd0Vzd6eDRvUGZwSE1wSVgwSWVsODJBYzRNVmVZYnB5bVR3YUo0OFUxTnA4UkV3a01Hd0tfVFl4TW1DYmp1TzIwZ3pNb1ZUZ0N6MVNKcXVWTHRPQ2QwMktEeWpOOUpnejQwYVh2UWU1U3JRTWp1WVlyQ05rRmhpeGRuTlNpVnF1WUdmNGphZHRCd1ZQcHJJMHVfV2RKR1ltQlppVXZxSmdxOTJsU3VLWk9NZUdWSzBlTzg5QlRHNld0UERaZVp4aWdaSTg0QXhwcmNFSm9GQTFGLTZYWGJUNVlaamhuTTNxdllFRjBFSVRFUm5ESkJDdktFcVAyYnZRX3ZBMm9ibTI1OVQ0eEtVSFVyczFuZWZFWFNZczBWSS1SWkN1MEZBNV9UaWVIT00yZzdkbkNISnpCczRjMFQwX0VHZTNoN3Z6eWVuVHFDRUhULVIzSTNxM2JaeEVNQUdycklmT0dJRHUtblJIRlhkcWlnVWJ6U2lFSGJyMGljUnF5QnpoR1BHUmM2dmppZw?oc=5
2026-03-16	Google	0.5	BSX.N - | Stock Price & Latest News - Reuters		https://news.google.com/rss/articles/CBMiekFVX3lxTFBzaWt0ek52bkNPRDZ1YXZCa0JBcWNIQV9mektsUFN1QVVlY21IRENtTzFvYnh6bW1uZi1rcWlzWjZuM3ktdW0zaEJpd0FuLXltdnJLX0taQVlhQk5kbDY3MERqWWNXelg4bGthckY1Y0pxejF4UUlsSEVR?oc=5
