Date	Sentiment_Daily	News_Volume
2025-06-30	0.1830	1
2025-09-03	0.0000	1
2025-09-10	0.0055	2
2025-09-16	0.1360	1
2025-09-17	0.0000	1
2025-09-19	0.1330	1
2025-09-27	0.0000	1
2025-10-04	0.0000	1
2025-10-10	0.0000	1
2025-10-15	0.0000	1
2025-10-20	0.0000	1
2025-10-26	0.0000	1
2025-10-28	0.0000	1
2025-10-29	0.0000	1
2025-11-04	0.0000	1
2025-11-10	0.0000	2
2025-11-11	-0.4000	1
2025-11-12	0.0000	1
2025-11-21	0.0000	1
2025-12-02	0.2000	1
2025-12-05	0.0000	1
2025-12-09	0.0000	1
2025-12-11	0.0000	2
2025-12-18	0.0000	1
2026-01-09	-0.0400	1
2026-01-12	0.1000	1
2026-01-15	0.0800	2
2026-01-20	-0.0530	1
2026-01-23	0.0050	1
2026-01-26	0.0500	1
2026-01-27	-0.0800	3
2026-01-29	0.0500	2
2026-02-05	0.1335	2
2026-02-06	0.0800	1
2026-02-11	-0.0830	1
2026-02-12	0.0000	1
2026-02-13	0.0550	1
2026-02-14	0.0455	2
2026-02-15	0.0910	1
2026-02-16	0.0443	3
2026-02-17	-0.0134	5
2026-02-18	-0.1189	13
2026-02-19	-0.0634	22
2026-02-20	0.0551	35
2026-02-21	0.1500	2
2026-02-22	0.0448	11
