Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-09-03 16:00:00-04:00	0.15		
2026-05-28 16:00:00-04:00	0.16	0.15	-5.51
2026-03-11 16:00:00-04:00	0.25	0.3	17.76
2025-12-03 16:00:00-05:00	0.15	0.16	9.63
2025-09-04 16:00:00-04:00	0.08	0.15	79.81
2025-05-29 16:00:00-04:00	0.1	0.11	7.18
2025-03-12 16:00:00-04:00	0.19	0.26	33.99
2024-12-05 16:00:00-05:00	0.07	0.11	47.91
2024-09-05 16:00:00-04:00	0.03	0.04	21.62
2024-05-29 16:00:00-04:00	0.12	0.13	11.72
2024-03-13 16:00:00-04:00	0.16	0.22	39.27
2023-11-30 16:00:00-05:00	0.07	0.12	72.44
2023-09-05 22:00:00-04:00	0.03	0.09	172.48
2023-05-24 16:00:00-04:00	0.02	0.11	374.75
2023-03-15 16:00:00-04:00	0.07	0.15	129.81
2022-12-01 16:00:00-05:00	-0.01	0.05	448.19
2022-09-06 16:00:00-04:00	-0.11	-0.02	81.95
2022-06-01 16:00:00-04:00	-0.06	-0.03	45.6
2022-03-30 16:00:00-04:00	0.03	0.05	77.94
2021-12-08 16:00:00-05:00	-0.04		100.0
2021-09-07 16:00:00-04:00	-0.06	0.01	117.51
2021-06-08 16:00:00-04:00	-0.05	0.02	142.77
