Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-05 16:00:00-04:00	5.57		
2026-05-06 16:00:00-04:00	2.73	3.98	45.68
2026-02-18 16:00:00-05:00	2.35	2.59	10.41
2025-11-05 16:00:00-05:00	2.07	2.19	5.59
2025-08-06 16:00:00-04:00	2.48	2.37	-4.49
2025-05-07 16:00:00-04:00	1.51	1.85	22.9
2025-02-19 16:00:00-05:00	1.52	1.89	24.47
2024-10-30 16:00:00-04:00	1.11	1.55	40.07
2024-08-07 12:00:00-04:00	1.91	2.3	20.47
2024-05-01 17:00:00-04:00	1.62	1.03	-36.26
2024-02-14 16:00:00-05:00	1.58	1.44	-8.63
2023-11-01 16:00:00-04:00	1.01	1.14	12.62
2023-08-02 16:00:00-04:00	2.1	2.7	28.69
2023-05-01 16:00:00-04:00	2.45	2.85	16.1
2023-02-15 16:00:00-05:00	4.32	4.35	0.77
2022-11-02 16:00:00-04:00	3.5	2.18	-37.75
2022-08-01 16:00:00-04:00	5.94	5.58	-6.03
2022-05-04 16:00:00-04:00	4.54	4.21	-7.18
2022-02-15 16:00:00-05:00	3.67	3.27	-10.86
2021-11-03 19:00:00-04:00	1.01	-0.86	-185.23
2021-08-09 16:00:00-04:00	1.57	1.14	-27.53
2021-05-05 16:00:00-04:00	0.64	0.7	8.98
2021-02-17 16:00:00-05:00	0.12	0.4	242.76
2020-11-04 16:00:00-05:00	0.09	-0.13	-246.3
2020-08-05 16:00:00-04:00	0.66	0.89	35.11
