Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-09 16:00:00-04:00	0.04		
2025-12-18 17:00:00-05:00	0.04	0.05	36.35
2025-09-25 07:00:00-04:00	0.01	0.04	185.71
2025-06-24 17:00:00-04:00		0.02	669.23
2025-04-02 07:00:00-04:00		0.03	506.06
2024-12-19 17:00:00-05:00	-0.01	0.02	295.89
2024-09-26 17:00:00-04:00	-0.03		100.0
2024-06-26 17:00:00-04:00	-0.03	-0.03	-5.97
2024-04-03 17:00:00-04:00	-0.03	0.03	191.97
2023-12-20 17:00:00-05:00	-0.02	0.01	160.28
2023-09-28 17:00:00-04:00	-0.05	-0.04	21.43
2023-06-28 17:00:00-04:00	-0.05	0.06	217.21
2023-03-30 17:00:00-04:00	-0.07	-0.02	71.77
2022-12-20 17:00:00-05:00	-0.07	-0.05	29.4
2022-09-27 17:00:00-04:00	-0.07	-0.05	27.01
2022-06-23 17:00:00-04:00	-0.06	-0.05	11.13
2022-03-31 17:00:00-04:00	-0.04	0.01	123.15
2021-12-21 17:00:00-05:00	-0.07		100.0
2021-09-22 17:00:00-04:00	-0.07	-0.06	10.81
2021-06-24 17:00:00-04:00	-0.05	-0.05	5.14
2021-03-30 17:00:00-04:00	0.03	0.03	-6.25
2020-12-17 17:00:00-05:00	-0.01	0.02	360.42
2020-09-24 07:00:00-04:00	0.02	0.11	421.08
2020-06-24 17:00:00-04:00	-0.02	0.02	219.98
2020-03-31 17:00:00-04:00	0.04	0.09	118.92
