Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-02-24 16:00:00-05:00	3.69
2025-11-04 16:00:00-05:00	3.25	4.24	30.33
2025-07-31 16:00:00-04:00	2.28	2.92	28.07
2025-05-05 16:00:00-04:00	2.27	2.18	-3.82
2025-02-24 19:00:00-05:00	3.2	3.8	18.75
2024-10-30 16:00:00-04:00	4.75	5.89	24.13
2024-08-01 16:00:00-04:00	3.0	3.31	10.21
2024-04-30 16:00:00-04:00	1.0	1.04	4.0
2024-02-20 16:00:00-05:00	1.74	1.78	2.59
2023-10-30 16:00:00-04:00	3.35	3.4	1.64
2023-08-01 16:00:00-04:00	2.26	2.26
2023-05-04 16:00:00-04:00	0.76	0.94	24.23
2023-02-21 16:00:00-05:00	1.96	2.1	6.96
2022-11-02 16:00:00-04:00	6.74	6.89	2.23
2022-08-01 16:00:00-04:00	9.38	9.49	1.17
2022-05-03 16:00:00-04:00	8.13	8.23	1.23
2022-02-17 16:00:00-05:00	6.81	9.39	37.89
2021-11-03 16:00:00-04:00	6.53	6.53
2021-07-29 16:00:00-04:00	3.67	3.71	1.09
2021-04-27 16:00:00-04:00	1.87	1.99	6.42
2021-02-23 16:00:00-05:00	1.8	1.96	8.69
2020-11-02 16:00:00-05:00	1.58	1.63	3.16
2020-08-05 16:00:00-04:00	0.73	0.76	4.59
2020-05-05 16:00:00-04:00	0.09	0.09
2020-02-25 16:00:00-05:00	0.36	0.36	-0.92
