Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-09-02 16:00:00-04:00	0.33		
2026-06-29 16:00:00-04:00	1.47	1.84	25.01
2026-03-10 16:00:00-04:00	0.69	0.64	-7.39
2025-12-09 16:00:00-05:00	0.79	0.44	-44.23
2025-09-09 16:00:00-04:00	0.34	0.32	-6.71
2025-06-24 15:00:00-04:00	1.39	1.61	15.71
2025-03-04 16:00:00-05:00	0.72	0.3	-58.22
2024-12-04 16:00:00-05:00	0.68	0.47	-30.88
2024-09-04 16:00:00-04:00	0.65	0.89	37.28
2024-06-26 16:00:00-04:00	0.21	0.43	101.57
2024-03-04 16:00:00-05:00	0.34	0.63	83.14
2023-12-05 16:00:00-05:00	0.61	0.97	57.98
2023-09-05 16:00:00-04:00	0.3	1.0	235.57
2023-06-27 16:00:00-04:00	1.0	0.99	-1.2
2023-03-06 16:00:00-05:00	0.43	0.33	-23.55
2022-12-06 16:00:00-05:00	0.24		-100.0
2022-09-07 16:00:00-04:00	0.12	-0.1	-184.51
2022-06-28 16:00:00-04:00	0.4	0.3	-25.31
2022-03-03 16:00:00-05:00	0.3	0.32	7.26
2021-12-07 10:00:00-05:00	0.64	0.78	22.83
2021-09-08 16:00:00-04:00	-0.25	-0.17	32.54
2021-06-29 16:00:00-04:00	0.81	1.04	27.76
2021-03-09 16:00:00-05:00		0.14	6900.0
2020-12-08 16:00:00-05:00	0.31	0.48	56.86
2020-09-09 16:00:00-04:00	0.39	0.44	12.24
