Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-30 09:00:00-04:00	1.78
2026-01-30 07:00:00-05:00	1.98	2.03	2.5
2025-10-31 07:00:00-04:00	1.77	1.83	3.21
2025-07-22 16:00:00-04:00	1.87	1.87	-0.15
2025-05-01 16:00:00-04:00	1.78	1.85	4.06
2025-01-30 16:00:00-05:00	1.93	1.82	-5.73
2024-10-22 16:00:00-04:00	1.72	1.72	0.07
2024-07-23 16:00:00-04:00	1.93	1.84	-4.49
2024-04-23 16:00:00-04:00	1.72	1.72	0.01
2024-01-23 16:00:00-05:00	1.98	2.02	1.83
2023-10-24 17:00:00-04:00	1.72	1.69	-1.72
2023-07-25 16:00:00-04:00	1.79	1.76	-1.81
2023-04-24 16:00:00-04:00	1.72	1.82	5.73
2023-01-24 16:00:00-05:00	2.08	2.1	1.03
2022-10-25 16:00:00-04:00	2.01	2.13	6.02
2022-07-26 16:00:00-04:00	1.76	1.93	9.43
2022-04-26 16:00:00-04:00	1.39	1.32	-4.94
2022-01-25 16:00:00-05:00	1.53	1.71	12.11
2021-10-19 16:00:00-04:00	1.42	1.52	7.23
2021-07-20 16:00:00-04:00	1.48	1.49	0.49
2021-04-26 16:00:00-04:00	1.23	1.23	-0.4
2021-01-26 16:00:00-05:00	1.42	1.43	0.89
2020-10-20 16:00:00-04:00	1.46	1.38	-5.36
2020-07-21 16:00:00-04:00	1.26	1.28	1.64
2020-04-27 17:00:00-04:00	1.11	1.22	9.7
