Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-07 09:00:00-04:00	0.75		
2026-02-10 07:00:00-05:00	0.66	0.7	5.42
2025-10-30 07:00:00-04:00	0.72	0.72	-0.65
2025-07-30 06:00:00-04:00	0.64	0.66	3.06
2025-05-07 06:00:00-04:00	0.68	0.67	-2.1
2025-02-06 06:00:00-05:00	0.78	0.84	7.68
2024-11-04 06:00:00-05:00	0.78	0.77	-1.48
2024-07-31 06:00:00-04:00	0.7	0.71	0.79
2024-05-01 06:00:00-04:00	0.3	0.3	-0.69
2024-02-13 16:00:00-05:00	0.58	0.65	11.76
2023-11-02 06:00:00-04:00	0.6	0.68	12.41
2023-08-03 06:00:00-04:00	0.57	0.66	16.43
2023-05-11 06:00:00-04:00	0.52	0.65	25.21
2023-02-14 06:00:00-05:00	0.78	0.83	6.64
2022-11-02 06:00:00-04:00	1.0	0.85	-14.92
2022-08-02 06:00:00-04:00	1.05	1.0	-4.46
2022-04-26 06:00:00-04:00	0.99	1.06	6.78
2022-02-01 06:00:00-05:00	0.89	0.96	7.97
2021-10-26 06:00:00-04:00	0.87	0.92	5.72
2021-07-27 06:00:00-04:00	0.79	0.85	7.06
2021-04-27 06:00:00-04:00	0.72	0.7	-3.3
2021-02-02 06:00:00-05:00	0.66	0.71	8.18
2020-10-22 06:00:00-04:00	0.63	0.67	6.74
2020-07-23 06:00:00-04:00	0.48	0.6	23.73
2020-04-21 06:00:00-04:00	0.51	0.55	7.76
