Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-13 16:00:00-04:00	-0.08		
2025-11-18 16:00:00-05:00	-0.08	-0.18	-123.75
2025-08-14 16:00:00-04:00	-0.08	0.26	423.5
2025-05-15 16:00:00-04:00	-0.08	-0.49	-516.0
2025-03-27 16:00:00-04:00	-0.16	-0.16	
2024-11-13 16:00:00-05:00	-0.16	-0.08	50.0
2024-08-12 16:00:00-04:00	-0.24	-0.24	
2024-05-15 16:00:00-04:00	-0.16	-0.32	-100.0
2024-04-12 16:00:00-04:00	-0.32	-0.32	
2023-11-14 16:00:00-05:00	-0.4	-0.4	
2023-08-16 16:00:00-04:00	-0.43	-0.4	6.25
2023-05-15 16:00:00-04:00	-0.35	-0.48	-38.46
2023-03-23 16:00:00-04:00	-0.37	-0.32	14.28
2022-11-09 16:00:00-05:00	-0.35	-0.4	-15.38
2022-08-15 16:00:00-04:00	-0.29	-0.4	-36.37
2022-05-16 13:00:00-04:00	-0.29	-0.32	-9.09
2022-03-17 16:00:00-04:00	-0.21	-0.32	-50.0
2021-11-15 16:00:00-05:00	-0.19	-0.24	-28.57
2021-08-16 16:00:00-04:00	-0.08	-0.48	-500.0
2021-05-21 06:00:00-04:00	-0.08	-0.16	-100.0
2021-03-19 14:00:00-04:00	-0.08	-0.08	
2020-11-13 16:00:00-05:00		-0.08	
2020-08-14 16:00:00-04:00		-0.08	
2020-06-25 14:00:00-04:00		-0.08	
