Metric	Value
marketState	POSTPOST
maxAge	86400
messageBoardId	finmb_118218449
mostRecentQuarter	1774915200
netIncomeToCommon	981000000
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	26212838408
numberOfAnalystOpinions	17
open	111.11
operatingCashflow	1316000000
operatingMargins	0.12894
overallRisk	1
payoutRatio	0.4055
pegRatio	1.56
phone	202-869-9150
postMarketChange	0.21380615
postMarketChangePercent	0.19239284
postMarketPrice	111.3438
postMarketTime	1779839794
previousClose	110.28
priceEpsCurrentYear	20.096277
priceHint	2
priceToBook	2.357946
priceToSalesTrailing12Months	2.9056072
profitMargins	0.10791001
quickRatio	0.945
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	1.91304
region	US
regularMarketChange	0.849998
regularMarketChangePercent	0.770764
regularMarketDayHigh	111.765
regularMarketDayLow	110.265
regularMarketDayRange	110.265 - 111.765
regularMarketOpen	111.11
regularMarketPreviousClose	110.28
regularMarketPrice	111.13
regularMarketTime	1779825603
regularMarketVolume	1733054
returnOnAssets	0.05006
returnOnEquity	0.08724
revenueGrowth	0.027
revenuePerShare	37.368
sector	Industrials
sectorDisp	Industrials
sectorKey	industrials
shareHolderRightsRisk	4
sharesOutstanding	237693493
sharesPercentSharesOut	0.0256
sharesShort	6088578
sharesShortPreviousMonthDate	1774915200
sharesShortPriorMonth	4886905
shortName	Xylem Inc.
shortPercentOfFloat	0.033
shortRatio	2.42
sourceInterval	15
state	DC
symbol	XYL
targetHighPrice	183.0
targetLowPrice	124.0
targetMeanPrice	150.64706
targetMedianPrice	155.0
totalCash	808000000
totalCashPerShare	3.399
totalDebt	2060999936
totalRevenue	9091000320
tradeable	False
trailingAnnualDividendRate	1.63
trailingAnnualDividendYield	0.014780559
trailingEps	4.03
trailingPE	27.57568
trailingPegRatio	1.5646
triggerable	True
twoHundredDayAverage	134.8797
twoHundredDayAverageChange	-23.749702
twoHundredDayAverageChangePercent	-0.17608063
typeDisp	Equity
volume	1733054
website	https://www.xylem.com
zip	20003
