Date	Shares	Amount	BuyFlag
2026-01-05	5000.0	465400.0	0
2026-03-26	30000.0	2961000.0	0
2026-04-01	7000.0	735770.0	0
2026-04-02	10854.0	1161486.54	0
2026-04-06	16900.0	1857605.0	0
2026-04-15	30000.0	4020300.0	0
2026-04-16	66892.0	8719372.2	0
2026-04-17	10000.0	1355000.0	0
2026-05-01	10000.0	1627600.0	0
2026-05-13	7500.0	1329450.0	0
2026-05-15	4000.0	700960.0	0
2026-06-01	10000.0	2058700.0	0
2026-06-15	7500.0	2240700.0	0
2026-06-16	2231.0	667359.03	0
2026-06-23	2250.0	632272.5	0
2026-07-01	10000.0	2819200.0	0
2026-07-15	7500.0	1571400.0	0
2026-07-16	9013.0	1795750.12	0
2026-08-03	10000.0	1805000.0	0
2026-08-17	7500.0	1770600.0	0
