Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-12 07:00:00-05:00	6.59		
2026-08-12 04:00:00-04:00	7.81	7.43	-4.81
2026-05-13 04:00:00-04:00	7.74	7.36	-4.86
2026-03-18 04:00:00-04:00	7.35	6.97	-5.17
2025-11-13 03:00:00-05:00	7.33	7.58	3.38
2025-08-13 04:00:00-04:00	6.67	6.79	1.8
2025-05-14 04:00:00-04:00	6.99	6.58	-5.88
2025-03-19 04:00:00-04:00	5.85	5.91	1.04
2024-11-13 03:00:00-05:00	6.33	6.34	0.11
2024-08-14 04:00:00-04:00	5.09	6.01	18.11
2024-05-14 04:00:00-04:00	4.58	5.26	14.99
2024-03-20 04:00:00-04:00	4.27	4.44	3.95
2023-11-15 03:00:00-05:00	4.12	4.66	13.14
2023-08-16 04:00:00-04:00	4.31	3.88	-10.01
2023-05-17 04:00:00-04:00	3.99	3.35	-16.03
2023-03-22 04:00:00-04:00	3.43	3.04	-11.18
2022-11-16 03:00:00-05:00	3.41	3.31	-2.91
2022-08-17 04:00:00-04:00	1.72	2.9	68.08
2022-05-18 05:00:00-04:00	2.31	2.62	13.67
2022-03-23 04:00:00-04:00	3.04	2.55	-16.11
2021-11-10 05:00:00-05:00	3.47	3.27	-5.79
2020-11-12 06:00:00-05:00	3.05	3.31	8.66
2020-08-12 05:00:00-04:00	2.72	3.13	15.07
2020-05-13 06:00:00-04:00	2.52	2.82	11.63
2020-03-18 05:00:00-04:00	2.57	2.64	2.78
