Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-29 17:00:00-04:00	9.14		
2026-01-29 16:00:00-05:00	8.8	8.85	0.59
2025-10-29 16:00:00-04:00	8.62	8.81	2.24
2025-07-31 16:00:00-04:00	8.55	9.38	9.67
2025-04-30 16:00:00-04:00	8.08	8.41	4.03
2025-01-30 16:00:00-05:00	7.76	8.2	5.73
2024-10-30 16:00:00-04:00	7.05	7.33	4.03
2024-07-24 16:00:00-04:00	6.1	6.6	8.11
2024-04-25 16:00:00-04:00	5.06	5.26	4.01
2024-01-25 16:00:00-05:00	5.88	6.16	4.74
2023-10-25 16:00:00-04:00	5.37	5.74	6.87
2023-07-27 16:00:00-04:00	4.86	5.4	11.17
2023-04-26 16:00:00-04:00	5.29	5.49	3.84
2023-01-26 16:00:00-05:00	7.09	7.38	4.05
2022-10-26 16:00:00-04:00	6.23	7.06	13.37
2022-07-28 16:00:00-04:00	5.49	5.81	5.84
2022-04-28 16:00:00-04:00	4.82	5.13	6.33
2022-01-27 16:00:00-05:00	5.45	5.59	2.53
2021-10-27 16:00:00-04:00	4.52	4.64	2.69
2021-07-29 16:00:00-04:00	4.0	4.43	10.7
2021-04-29 16:00:00-04:00	3.62	3.85	6.43
2021-02-03 23:00:00-05:00	3.22	3.24	0.72
2020-10-28 16:00:00-04:00	2.79	3.03	8.68
2020-08-03 16:00:00-04:00	2.42	2.73	12.87
2020-05-05 17:00:00-04:00	2.36	2.47	4.74
