Date	Shares	Amount	BuyFlag
2004-02-02	8500.0	276250.0	0
2004-02-05	4000.0	121980.0	0
2004-02-10	6600.0	198000.0	0
2004-03-01	9500.0	269099.85	0
2004-03-02	20000.0	579064.0	0
2004-03-04	7134.0	214200.602	0
2004-03-05	10000.0	320035.0	0
2004-03-08	33000.0	1068767.5	0
2004-03-09	17750.0	572354.075	0
2004-03-15	6600.0	213991.8	0
2004-04-01	9500.0	340250.10000000003	0
2004-04-07	4000.0	131200.0	0
2004-04-15	6600.0	209220.0	0
2004-05-07	9500.0	283480.0	0
2004-05-14	4000.0	114200.0	0
2004-05-21	6600.0	189394.26	0
2004-06-01	10500.0	326600.4	0
2004-06-07	7000.0	218500.0	0
2004-06-08	1000.0	31500.0	0
2004-06-15	6600.0	204600.0	0
2004-07-01	10500.0	350700.0	0
2004-07-07	4000.0	126200.0	0
2004-07-15	6600.0	194700.0	0
2004-08-02	5432.0	174671.32	0
2004-08-09	4000.0	119680.0	0
2004-08-13	3000.0	89250.0	0
2004-08-16	7500.0	224625.0	0
2004-08-20	54500.0	1786297.45	0
2004-08-23	20000.0	651086.0	0
2004-08-24	10000.0	323517.0	0
2004-08-25	878.0	27979.9284	0
2004-09-01	9000.0	284345.05	0
2004-09-07	4000.0	123395.2	0
2004-09-15	7500.0	223545.0	0
2004-10-01	5000.0	153255.0	0
2004-10-07	4000.0	132897.2	0
2004-10-15	7500.0	257901.0	0
2004-10-26	100.0	3795.000000000001	0
2004-10-27	19900.0	755328.38	0
2004-11-01	5000.0	184605.1	0
2004-11-05	110000.0	3979690.0	0
2004-11-08	25526.0	940810.1252	0
2004-11-12	22000.0	869800.0	0
2004-11-15	58750.0	2339300.125	0
2004-11-17	2500.0	100250.0	0
2004-12-01	25000.0	973155.25	0
2004-12-07	4000.0	156804.8	0
2004-12-15	7500.0	290100.75	0
2004-12-16	24000.0	958950.0	0
2004-12-28	30000.0	1289508.0	0
2005-01-03	6500.0	277550.75	0
2005-01-07	10000.0	427401.2	0
2005-01-18	7500.0	307488.0	0
2005-01-31	10000.0	29750.0	1
2005-02-01	6500.0	269360.0	0
2005-02-14	828.0	20945.088	1
2005-02-15	7500.0	321975.0	0
2005-02-16	25000.0	1058550.0	0
2005-02-25	12500.0	544210.0	0
2005-02-28	7500.0	326550.0	0
2005-03-01	6500.0	280735.0	0
2005-03-02	8000.0	352417.6	0
2005-03-03	2000.0	88000.0	0
2005-03-04	8000.0	362580.0	0
2005-03-07	104651.0	4758292.8942	0
2005-03-08	64810.0	2851715.975	0
2005-03-15	7500.0	309450.0	0
2005-04-01	6500.0	264290.0	0
2005-04-07	4000.0	159400.0	0
2005-04-08	1500.0	59385.00000000001	0
2005-04-15	7500.0	285225.0	0
2005-05-02	3500.0	121345.0	0
2005-05-09	4000.0	140000.0	0
2005-05-16	7500.0	237000.0	0
2005-05-18	2000.0	70406.0	1
2005-05-19	750.0	27837.525	0
2005-05-26	7500.0	281400.0	0
2005-06-01	4250.0	161095.0	0
2005-06-06	750.0	28310.0	0
2005-06-07	4000.0	148040.0	0
2005-06-08	750.0	27907.5	0
2005-06-15	7500.0	270375.0	0
2005-06-16	9750.0	389000.0	0
2005-07-01	7000.0	296660.0	0
2005-07-05	14545.0	619323.191	0
