Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-18 07:00:00-05:00	18.81		
2026-08-24 06:00:00-04:00	18.35	19.33	5.34
2026-05-27 06:00:00-04:00	16.37	9.51	-41.89
2026-03-25 06:00:00-04:00	21.02	17.69	-15.84
2025-11-18 05:00:00-05:00	16.57	21.08	27.22
2025-08-25 06:00:00-04:00	14.8	22.07	49.13
2025-05-27 06:00:00-04:00	18.96	11.41	-39.82
2025-03-20 06:00:00-04:00	19.67	20.15	2.43
2024-11-21 06:00:00-05:00	19.67	18.59	-5.47
2024-08-26 06:00:00-04:00	20.02	23.24	16.08
2024-05-22 06:00:00-04:00	10.38	20.72	99.59
2024-03-20 06:00:00-04:00	11.89	17.32	45.64
2023-11-28 05:00:00-05:00	8.39	11.61	38.35
2023-08-29 06:00:00-04:00	7.36	10.47	42.33
2023-05-26 06:00:00-04:00	4.44	6.92	55.85
2023-03-20 19:00:00-04:00	8.62	8.34	-3.27
2022-11-28 06:00:00-05:00	5.18	8.62	66.37
2022-08-29 06:00:00-04:00	2.84	7.54	165.82
2022-05-27 06:00:00-04:00	1.83	2.95	61.34
2022-03-21 07:00:00-04:00	2.47	5.88	137.97
2021-11-26 06:00:00-05:00	0.28	2.18	685.25
2021-08-24 07:00:00-04:00	-1.35	2.85	311.67
2021-05-26 06:00:00-04:00	-2.43	-1.52	37.46
2021-03-17 06:00:00-04:00	-0.19	-0.15	22.78
2020-11-12 05:00:00-05:00	-1.01	0.33	132.79
